ipc_subclass,bi_count,bi_psb_count,bi_average_precision,bi_precision@100,bi_precision@200,bi_precision@500,q35_count,q35_psb_count,q35_average_precision,q35_precision@100,q35_precision@200,q35_precision@500,rf_count,rf_psb_count,rf_average_precision,rf_precision@100,rf_precision@200,rf_precision@500,xgb_count,xgb_psb_count,xgb_average_precision,xgb_precision@100,xgb_precision@200,xgb_precision@500,lr_count,lr_psb_count,lr_average_precision,lr_precision@100,lr_precision@200,lr_precision@500,beauty_early_count,beauty_early_psb_count,beauty_early_average_precision,beauty_early_precision@100,beauty_early_precision@200,beauty_early_precision@500
C30B,98,2,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,98,2,0.03273809523809523,0.02040816326530612,0.02040816326530612,0.02040816326530612,98,2,0.06666666666666667,0.02040816326530612,0.02040816326530612,0.02040816326530612,98,2,0.025014132278123234,0.02040816326530612,0.02040816326530612,0.02040816326530612,98,2,0.02776769509981851,0.02040816326530612,0.02040816326530612,0.02040816326530612,98,2,0.020618556701030927,0.02040816326530612,0.02040816326530612,0.02040816326530612
C09B,247,2,0.008097165991902834,0.01,0.01,0.008097165991902834,247,2,0.011942959001782532,0.01,0.01,0.008097165991902834,247,2,0.012840098937872836,0.01,0.005,0.008097165991902834,247,2,0.013579734219269102,0.01,0.005,0.008097165991902834,247,2,0.008956916099773242,0.0,0.01,0.008097165991902834,247,2,0.06654858299595141,0.01,0.01,0.008097165991902834
B65C,55,2,0.03636363636363636,0.03636363636363636,0.03636363636363636,0.03636363636363636,55,2,0.2833333333333333,0.03636363636363636,0.03636363636363636,0.03636363636363636,55,2,0.5277777777777778,0.03636363636363636,0.03636363636363636,0.03636363636363636,55,2,0.11458333333333333,0.03636363636363636,0.03636363636363636,0.03636363636363636,55,2,0.10555555555555556,0.03636363636363636,0.03636363636363636,0.03636363636363636,55,2,0.03636363636363636,0.03636363636363636,0.03636363636363636,0.03636363636363636
G10L,222,2,0.009009009009009009,0.01,0.01,0.009009009009009009,222,2,0.014814814814814815,0.01,0.01,0.009009009009009009,222,2,0.03650396328744264,0.01,0.01,0.009009009009009009,222,2,0.024115296803652965,0.02,0.01,0.009009009009009009,222,2,0.008499083086471999,0.0,0.005,0.009009009009009009,222,2,0.01464346349745331,0.02,0.01,0.009009009009009009
B67B,126,2,0.015873015873015872,0.02,0.015873015873015872,0.015873015873015872,126,2,0.022266204849084613,0.02,0.015873015873015872,0.015873015873015872,126,2,0.03068181818181818,0.02,0.015873015873015872,0.015873015873015872,126,2,0.021153846153846155,0.02,0.015873015873015872,0.015873015873015872,126,2,0.03351351351351352,0.02,0.015873015873015872,0.015873015873015872,126,2,0.02222222222222222,0.01,0.015873015873015872,0.015873015873015872
B67D,338,2,0.005917159763313609,0.01,0.005,0.005917159763313609,338,2,0.006493506493506494,0.0,0.005,0.005917159763313609,338,2,0.006127312990278872,0.0,0.005,0.005917159763313609,338,2,0.007837995337995339,0.0,0.005,0.005917159763313609,338,2,0.005682534678436318,0.0,0.0,0.005917159763313609,338,2,0.0060790273556231,0.0,0.0,0.005917159763313609
C07H,166,2,0.012048192771084338,0.01,0.012048192771084338,0.012048192771084338,166,2,0.01815336463223787,0.02,0.012048192771084338,0.012048192771084338,166,2,0.024509803921568627,0.01,0.012048192771084338,0.012048192771084338,166,2,0.02176314626601856,0.02,0.012048192771084338,0.012048192771084338,166,2,0.011648145668764227,0.01,0.012048192771084338,0.012048192771084338,166,2,0.01443089430894309,0.01,0.012048192771084338,0.012048192771084338
C25B,218,2,0.009174311926605505,0.0,0.01,0.009174311926605505,218,2,0.015638864241348714,0.02,0.01,0.009174311926605505,218,2,0.011974567290709996,0.01,0.01,0.009174311926605505,218,2,0.011124456646076412,0.0,0.01,0.009174311926605505,218,2,0.026988636363636364,0.02,0.01,0.009174311926605505,218,2,0.0625,0.02,0.01,0.009174311926605505
C07K,291,2,0.006872852233676976,0.02,0.01,0.006872852233676976,291,2,0.008796648895658798,0.0,0.005,0.006872852233676976,291,2,0.008266012203020076,0.0,0.005,0.006872852233676976,291,2,0.011261662803827182,0.01,0.005,0.006872852233676976,291,2,0.015613696648179406,0.01,0.01,0.006872852233676976,291,2,0.006968641114982578,0.0,0.0,0.006872852233676976
F25J,128,2,0.015625,0.01,0.015625,0.015625,128,2,0.04359567901234568,0.02,0.015625,0.015625,128,2,0.015765765765765764,0.01,0.015625,0.015625,128,2,0.02048494983277592,0.01,0.015625,0.015625,128,2,0.026736111111111113,0.02,0.015625,0.015625,128,2,0.027222222222222224,0.02,0.015625,0.015625
G02C,196,2,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,196,2,0.03221714865550482,0.02,0.01020408163265306,0.01020408163265306,196,2,0.01857379767827529,0.02,0.01020408163265306,0.01020408163265306,196,2,0.023157894736842106,0.02,0.01020408163265306,0.01020408163265306,196,2,0.012717237264115762,0.0,0.01020408163265306,0.01020408163265306,196,2,0.011938103907015826,0.01,0.01020408163265306,0.01020408163265306
F22B,149,2,0.013422818791946308,0.02,0.013422818791946308,0.013422818791946308,149,2,0.02753623188405797,0.02,0.013422818791946308,0.013422818791946308,149,2,0.023762620044324057,0.01,0.013422818791946308,0.013422818791946308,149,2,0.027777777777777776,0.01,0.013422818791946308,0.013422818791946308,149,2,0.039120502569960025,0.01,0.013422818791946308,0.013422818791946308,149,2,0.013422818791946308,0.01,0.013422818791946308,0.013422818791946308
G03F,131,2,0.015267175572519083,0.02,0.015267175572519083,0.015267175572519083,131,2,0.5142857142857142,0.02,0.015267175572519083,0.015267175572519083,131,2,0.2608695652173913,0.02,0.015267175572519083,0.015267175572519083,131,2,0.5126582278481012,0.02,0.015267175572519083,0.015267175572519083,131,2,0.5714285714285714,0.02,0.015267175572519083,0.015267175572519083,131,2,0.03728578045391385,0.02,0.015267175572519083,0.015267175572519083
G04B,163,2,0.012269938650306749,0.0,0.012269938650306749,0.012269938650306749,163,2,0.049107142857142856,0.02,0.012269938650306749,0.012269938650306749,163,2,0.012338020402536532,0.0,0.012269938650306749,0.012269938650306749,163,2,0.013382594417077176,0.0,0.012269938650306749,0.012269938650306749,163,2,0.01460697772173182,0.01,0.012269938650306749,0.012269938650306749,163,2,0.03508771929824561,0.02,0.012269938650306749,0.012269938650306749
A01C,134,2,0.014925373134328358,0.01,0.014925373134328358,0.014925373134328358,134,2,0.02393018018018018,0.02,0.014925373134328358,0.014925373134328358,134,2,0.02252925068459049,0.01,0.014925373134328358,0.014925373134328358,134,2,0.027527527527527525,0.01,0.014925373134328358,0.014925373134328358,134,2,0.015961098398169338,0.02,0.014925373134328358,0.014925373134328358,134,2,0.014925373134328358,0.0,0.014925373134328358,0.014925373134328358
A01G,291,2,0.006872852233676976,0.01,0.01,0.006872852233676976,291,2,0.008169400692765179,0.0,0.005,0.006872852233676976,291,2,0.011338655559412242,0.0,0.01,0.006872852233676976,291,2,0.00772167768406656,0.0,0.005,0.006872852233676976,291,2,0.01610297285652736,0.01,0.005,0.006872852233676976,291,2,0.010193182873595245,0.01,0.01,0.006872852233676976
F41F,133,2,0.015037593984962405,0.02,0.015037593984962405,0.015037593984962405,133,2,0.03943452380952381,0.02,0.015037593984962405,0.015037593984962405,133,2,0.06728778467908902,0.02,0.015037593984962405,0.015037593984962405,133,2,0.02981192476990796,0.02,0.015037593984962405,0.015037593984962405,133,2,0.034166666666666665,0.02,0.015037593984962405,0.015037593984962405,133,2,0.015267175572519083,0.02,0.015037593984962405,0.015037593984962405
A24C,86,2,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,86,2,0.024644945697577275,0.023255813953488372,0.023255813953488372,0.023255813953488372,86,2,0.022772772772772773,0.023255813953488372,0.023255813953488372,0.023255813953488372,86,2,0.0297696653628857,0.023255813953488372,0.023255813953488372,0.023255813953488372,86,2,0.3333333333333333,0.023255813953488372,0.023255813953488372,0.023255813953488372,86,2,0.05625,0.023255813953488372,0.023255813953488372,0.023255813953488372
G01K,185,2,0.010810810810810811,0.01,0.010810810810810811,0.010810810810810811,185,2,0.014134452102687045,0.01,0.010810810810810811,0.010810810810810811,185,2,0.023414503612523417,0.01,0.010810810810810811,0.010810810810810811,185,2,0.039141414141414144,0.02,0.010810810810810811,0.010810810810810811,185,2,0.020410195141377936,0.02,0.010810810810810811,0.010810810810810811,185,2,0.05389610389610389,0.02,0.010810810810810811,0.010810810810810811
H04R,322,2,0.006211180124223602,0.0,0.005,0.006211180124223602,322,2,0.009242340543067183,0.0,0.005,0.006211180124223602,322,2,0.00815191482599714,0.0,0.005,0.006211180124223602,322,2,0.010525785656728445,0.0,0.01,0.006211180124223602,322,2,0.00907258064516129,0.0,0.005,0.006211180124223602,322,2,0.16980146290491116,0.01,0.005,0.006211180124223602
A61H,261,2,0.007662835249042145,0.0,0.005,0.007662835249042145,261,2,0.010740365652150738,0.01,0.005,0.007662835249042145,261,2,0.01278937995790837,0.01,0.01,0.007662835249042145,261,2,0.014247720364741642,0.01,0.01,0.007662835249042145,261,2,0.2934782608695652,0.02,0.01,0.007662835249042145,261,2,0.007565376270412242,0.0,0.005,0.007662835249042145
A23L,460,2,0.004347826086956522,0.0,0.0,0.004347826086956522,460,2,0.004012467450485283,0.0,0.0,0.004347826086956522,460,2,0.005241682360326428,0.0,0.0,0.004347826086956522,460,2,0.0039509318629601005,0.0,0.0,0.004347826086956522,460,2,0.008574156354422942,0.0,0.005,0.004347826086956522,460,2,0.004395604395604396,0.0,0.0,0.004347826086956522
A44B,206,2,0.009708737864077669,0.02,0.01,0.009708737864077669,206,2,0.02694915254237288,0.02,0.01,0.009708737864077669,206,2,0.021135029354207434,0.01,0.01,0.009708737864077669,206,2,0.0287321374277896,0.01,0.01,0.009708737864077669,206,2,0.011622636622636622,0.0,0.01,0.009708737864077669,206,2,0.010854341736694677,0.01,0.01,0.009708737864077669
A43B,307,2,0.006514657980456026,0.0,0.01,0.006514657980456026,307,2,0.04711751662971175,0.02,0.01,0.006514657980456026,307,2,0.011295928500496523,0.01,0.005,0.006514657980456026,307,2,0.023376623376623377,0.01,0.01,0.006514657980456026,307,2,0.009993022328548644,0.01,0.005,0.006514657980456026,307,2,0.006644518272425249,0.0,0.005,0.006514657980456026
F24C,142,2,0.014084507042253521,0.01,0.014084507042253521,0.014084507042253521,142,2,0.01685024914765277,0.02,0.014084507042253521,0.014084507042253521,142,2,0.04285714285714286,0.02,0.014084507042253521,0.014084507042253521,142,2,0.021051529116045246,0.02,0.014084507042253521,0.014084507042253521,142,2,0.036962365591397844,0.02,0.014084507042253521,0.014084507042253521,142,2,0.052546744036105736,0.02,0.014084507042253521,0.014084507042253521
F26B,284,2,0.007042253521126761,0.01,0.01,0.007042253521126761,284,2,0.07539682539682539,0.01,0.005,0.007042253521126761,284,2,0.11204819277108434,0.02,0.01,0.007042253521126761,284,2,0.022098214285714284,0.01,0.01,0.007042253521126761,284,2,0.11666666666666667,0.02,0.01,0.007042253521126761,284,2,0.01134606890459364,0.01,0.01,0.007042253521126761
F16J,380,2,0.005263157894736842,0.0,0.005,0.005263157894736842,380,2,0.021638655462184873,0.01,0.01,0.005263157894736842,380,2,0.03066361556064073,0.01,0.005,0.005263157894736842,380,2,0.03240740740740741,0.01,0.01,0.005263157894736842,380,2,0.020069444444444445,0.01,0.005,0.005263157894736842,380,2,0.007282149523528833,0.01,0.005,0.005263157894736842
F16G,171,2,0.011695906432748537,0.01,0.011695906432748537,0.011695906432748537,171,2,0.019044437019712663,0.01,0.011695906432748537,0.011695906432748537,171,2,0.04776247848537005,0.02,0.011695906432748537,0.011695906432748537,171,2,0.02505896226415094,0.01,0.011695906432748537,0.011695906432748537,171,2,0.012179042331714088,0.0,0.011695906432748537,0.011695906432748537,171,2,0.013200894392844857,0.02,0.011695906432748537,0.011695906432748537
F16M,327,2,0.0061162079510703364,0.01,0.01,0.0061162079510703364,327,2,0.018534798534798533,0.01,0.01,0.0061162079510703364,327,2,0.015101043748612035,0.01,0.01,0.0061162079510703364,327,2,0.012759710930442638,0.0,0.01,0.0061162079510703364,327,2,0.007382586902037703,0.0,0.005,0.0061162079510703364,327,2,0.006289308176100629,0.0,0.005,0.0061162079510703364
F24H,129,2,0.015503875968992248,0.02,0.015503875968992248,0.015503875968992248,129,2,0.0183531746031746,0.01,0.015503875968992248,0.015503875968992248,129,2,0.029072006160954948,0.02,0.015503875968992248,0.015503875968992248,129,2,0.017767295597484276,0.01,0.015503875968992248,0.015503875968992248,129,2,0.05378787878787879,0.01,0.015503875968992248,0.015503875968992248,129,2,0.015503875968992248,0.02,0.015503875968992248,0.015503875968992248
E04D,122,2,0.01639344262295082,0.01,0.01639344262295082,0.01639344262295082,122,2,0.04793028322440087,0.02,0.01639344262295082,0.01639344262295082,122,2,0.04552845528455285,0.02,0.01639344262295082,0.01639344262295082,122,2,0.04747899159663865,0.02,0.01639344262295082,0.01639344262295082,122,2,0.019638043896804003,0.01,0.01639344262295082,0.01639344262295082,122,2,0.017125292740046837,0.01,0.01639344262295082,0.01639344262295082
E05F,180,2,0.011111111111111112,0.01,0.011111111111111112,0.011111111111111112,180,2,0.5208333333333334,0.02,0.011111111111111112,0.011111111111111112,180,2,0.031993006993006994,0.01,0.011111111111111112,0.011111111111111112,180,2,0.035777777777777776,0.01,0.011111111111111112,0.011111111111111112,180,2,0.057518796992481205,0.01,0.011111111111111112,0.011111111111111112,180,2,0.04081632653061224,0.02,0.011111111111111112,0.011111111111111112
E04G,203,2,0.009852216748768473,0.01,0.01,0.009852216748768473,203,2,0.011799810117998102,0.0,0.01,0.009852216748768473,203,2,0.014503514503514503,0.01,0.01,0.009852216748768473,203,2,0.014912280701754385,0.01,0.01,0.009852216748768473,203,2,0.01577384634417914,0.01,0.01,0.009852216748768473,203,2,0.014541492989768853,0.01,0.01,0.009852216748768473
E05B,472,2,0.00423728813559322,0.01,0.01,0.00423728813559322,472,2,0.004573043550809277,0.0,0.0,0.00423728813559322,472,2,0.014285714285714285,0.01,0.005,0.00423728813559322,472,2,0.005102562790935598,0.0,0.005,0.00423728813559322,472,2,0.016464237516869096,0.01,0.01,0.00423728813559322,472,2,0.015299222359968443,0.01,0.005,0.00423728813559322
A61L,214,2,0.009345794392523364,0.02,0.01,0.009345794392523364,214,2,0.013903487816531295,0.01,0.01,0.009345794392523364,214,2,0.027425373134328357,0.02,0.01,0.009345794392523364,214,2,0.021708683473389355,0.02,0.01,0.009345794392523364,214,2,0.009620863467017314,0.0,0.01,0.009345794392523364,214,2,0.009569377990430622,0.0,0.01,0.009345794392523364
B21C,98,2,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,98,2,0.043154761904761904,0.02040816326530612,0.02040816326530612,0.02040816326530612,98,2,0.043298192771084335,0.02040816326530612,0.02040816326530612,0.02040816326530612,98,2,0.1355263157894737,0.02040816326530612,0.02040816326530612,0.02040816326530612,98,2,0.0367063492063492,0.02040816326530612,0.02040816326530612,0.02040816326530612,98,2,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
A61C,462,2,0.004329004329004329,0.0,0.005,0.004329004329004329,462,2,0.00604291630962582,0.0,0.005,0.004329004329004329,462,2,0.004133246344552328,0.0,0.0,0.004329004329004329,462,2,0.004083953680727875,0.0,0.0,0.004329004329004329,462,2,0.030476190476190476,0.01,0.01,0.004329004329004329,462,2,0.006034337653593671,0.0,0.005,0.004329004329004329
B01F,515,2,0.003883495145631068,0.01,0.005,0.002,515,2,0.01046264784176298,0.01,0.005,0.002,515,2,0.0037527073804335736,0.0,0.0,0.004,515,2,0.004440061621186699,0.0,0.0,0.004,515,2,0.0032524309158691728,0.0,0.0,0.004,515,2,0.004507967570589879,0.0,0.005,0.004
F04C,183,2,0.01092896174863388,0.01,0.01092896174863388,0.01092896174863388,183,2,0.017740429505135387,0.01,0.01092896174863388,0.01092896174863388,183,2,0.008415035288857663,0.0,0.01092896174863388,0.01092896174863388,183,2,0.009792843691148776,0.0,0.01092896174863388,0.01092896174863388,183,2,0.034482758620689655,0.02,0.01092896174863388,0.01092896174863388,183,2,0.045,0.02,0.01092896174863388,0.01092896174863388
G05B,424,2,0.0047169811320754715,0.01,0.005,0.0047169811320754715,424,2,0.005949048152295633,0.0,0.005,0.0047169811320754715,424,2,0.005845262440354465,0.0,0.005,0.0047169811320754715,424,2,0.007179295757123305,0.0,0.005,0.0047169811320754715,424,2,0.0046101774042950515,0.0,0.0,0.0047169811320754715,424,2,0.06490384615384616,0.01,0.005,0.0047169811320754715
F01B,225,2,0.008888888888888889,0.01,0.01,0.008888888888888889,225,2,0.009656096085716754,0.0,0.01,0.008888888888888889,225,2,0.007563346439493229,0.0,0.005,0.008888888888888889,225,2,0.010075450864924548,0.0,0.01,0.008888888888888889,225,2,0.04909983633387889,0.02,0.01,0.008888888888888889,225,2,0.014288226501362876,0.01,0.01,0.008888888888888889
B23D,161,2,0.012422360248447204,0.01,0.012422360248447204,0.012422360248447204,161,2,0.13293650793650794,0.01,0.012422360248447204,0.012422360248447204,161,2,0.042486583184257604,0.02,0.012422360248447204,0.012422360248447204,161,2,0.09307359307359307,0.02,0.012422360248447204,0.012422360248447204,161,2,0.04057971014492753,0.01,0.012422360248447204,0.012422360248447204,161,2,0.03225806451612903,0.02,0.012422360248447204,0.012422360248447204
C06B,78,2,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,78,2,0.125,0.02564102564102564,0.02564102564102564,0.02564102564102564,78,2,0.04079254079254079,0.02564102564102564,0.02564102564102564,0.02564102564102564,78,2,0.05505952380952381,0.02564102564102564,0.02564102564102564,0.02564102564102564,78,2,0.05698005698005698,0.02564102564102564,0.02564102564102564,0.02564102564102564,78,2,0.02631578947368421,0.02564102564102564,0.02564102564102564,0.02564102564102564
C01G,157,2,0.012738853503184714,0.0,0.012738853503184714,0.012738853503184714,157,2,0.01844532279314888,0.01,0.012738853503184714,0.012738853503184714,157,2,0.022856436866814926,0.02,0.012738853503184714,0.012738853503184714,157,2,0.041050903119868636,0.02,0.012738853503184714,0.012738853503184714,157,2,0.032349896480331264,0.02,0.012738853503184714,0.012738853503184714,157,2,0.030679156908665108,0.02,0.012738853503184714,0.012738853503184714
C12M,124,2,0.016129032258064516,0.02,0.016129032258064516,0.016129032258064516,124,2,0.054334554334554336,0.02,0.016129032258064516,0.016129032258064516,124,2,0.03123486682808717,0.02,0.016129032258064516,0.016129032258064516,124,2,0.022893772893772896,0.02,0.016129032258064516,0.016129032258064516,124,2,0.2777777777777778,0.02,0.016129032258064516,0.016129032258064516,124,2,0.07955865272938444,0.02,0.016129032258064516,0.016129032258064516
C10J,75,2,0.02666666666666667,0.02666666666666667,0.02666666666666667,0.02666666666666667,75,2,0.043557168784029036,0.02666666666666667,0.02666666666666667,0.02666666666666667,75,2,0.03967642526964561,0.02666666666666667,0.02666666666666667,0.02666666666666667,75,2,0.027747941281775865,0.02666666666666667,0.02666666666666667,0.02666666666666667,75,2,0.06397306397306397,0.02666666666666667,0.02666666666666667,0.02666666666666667,75,2,0.02666666666666667,0.02666666666666667,0.02666666666666667,0.02666666666666667
B60P,318,2,0.006289308176100629,0.01,0.005,0.006289308176100629,318,2,0.007721614704513727,0.0,0.005,0.006289308176100629,318,2,0.029115226337448563,0.01,0.005,0.006289308176100629,318,2,0.009411075790530367,0.01,0.005,0.006289308176100629,318,2,0.013198757763975156,0.01,0.01,0.006289308176100629,318,2,0.021052631578947368,0.02,0.01,0.006289308176100629
B66D,56,2,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,56,2,0.03207070707070707,0.03571428571428571,0.03571428571428571,0.03571428571428571,56,2,0.04224137931034483,0.03571428571428571,0.03571428571428571,0.03571428571428571,56,2,0.034559643255295425,0.03571428571428571,0.03571428571428571,0.03571428571428571,56,2,0.11036036036036036,0.03571428571428571,0.03571428571428571,0.03571428571428571,56,2,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
H01B,329,2,0.0060790273556231,0.0,0.0,0.0060790273556231,329,2,0.007614073666849917,0.0,0.005,0.0060790273556231,329,2,0.01704225352112676,0.01,0.01,0.0060790273556231,329,2,0.01388235294117647,0.01,0.01,0.0060790273556231,329,2,0.005756382724886662,0.0,0.0,0.0060790273556231,329,2,0.07175925925925926,0.02,0.01,0.0060790273556231
B63H,376,2,0.005319148936170213,0.01,0.005,0.005319148936170213,376,2,0.005377695831936529,0.0,0.0,0.005319148936170213,376,2,0.012156593406593407,0.0,0.01,0.005319148936170213,376,2,0.007834281253485,0.0,0.01,0.005319148936170213,376,2,0.0070287303971048026,0.0,0.005,0.005319148936170213,376,2,0.005361930294906166,0.0,0.0,0.005319148936170213
C08B,86,2,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,86,2,0.026948051948051947,0.023255813953488372,0.023255813953488372,0.023255813953488372,86,2,0.025528455284552845,0.023255813953488372,0.023255813953488372,0.023255813953488372,86,2,0.032349896480331264,0.023255813953488372,0.023255813953488372,0.023255813953488372,86,2,0.11190476190476191,0.023255813953488372,0.023255813953488372,0.023255813953488372,86,2,0.07777777777777778,0.023255813953488372,0.023255813953488372,0.023255813953488372
A23B,99,2,0.020202020202020204,0.020202020202020204,0.020202020202020204,0.020202020202020204,99,2,0.10882352941176471,0.020202020202020204,0.020202020202020204,0.020202020202020204,99,2,0.03556231003039514,0.020202020202020204,0.020202020202020204,0.020202020202020204,99,2,0.05725806451612903,0.020202020202020204,0.020202020202020204,0.020202020202020204,99,2,0.02765804597701149,0.020202020202020204,0.020202020202020204,0.020202020202020204,99,2,0.020202020202020204,0.020202020202020204,0.020202020202020204,0.020202020202020204
B25J,174,2,0.011494252873563218,0.01,0.011494252873563218,0.011494252873563218,174,2,0.10591133004926108,0.02,0.011494252873563218,0.011494252873563218,174,2,0.026587173702868193,0.01,0.011494252873563218,0.011494252873563218,174,2,0.033365570599613155,0.02,0.011494252873563218,0.011494252873563218,174,2,0.029487179487179487,0.02,0.011494252873563218,0.011494252873563218,174,2,0.016197013487475913,0.01,0.011494252873563218,0.011494252873563218
B60H,127,2,0.015748031496062992,0.02,0.015748031496062992,0.015748031496062992,127,2,0.026916221033868093,0.02,0.015748031496062992,0.015748031496062992,127,2,0.02085133967156439,0.02,0.015748031496062992,0.015748031496062992,127,2,0.017692307692307695,0.02,0.015748031496062992,0.015748031496062992,127,2,0.04139344262295082,0.02,0.015748031496062992,0.015748031496062992,127,2,0.015748031496062992,0.02,0.015748031496062992,0.015748031496062992
B30B,175,2,0.011428571428571429,0.02,0.011428571428571429,0.011428571428571429,175,2,0.02179783950617284,0.01,0.011428571428571429,0.011428571428571429,175,2,0.01206228281208233,0.0,0.011428571428571429,0.011428571428571429,175,2,0.01097926139514251,0.0,0.011428571428571429,0.011428571428571429,175,2,0.10795454545454546,0.02,0.011428571428571429,0.011428571428571429,175,2,0.18181818181818182,0.02,0.011428571428571429,0.011428571428571429
B29D,175,2,0.011428571428571429,0.01,0.011428571428571429,0.011428571428571429,175,2,0.035873015873015876,0.02,0.011428571428571429,0.011428571428571429,175,2,0.018907563025210083,0.02,0.011428571428571429,0.011428571428571429,175,2,0.03126293995859213,0.01,0.011428571428571429,0.011428571428571429,175,2,0.012673916520070366,0.01,0.011428571428571429,0.011428571428571429,175,2,0.01860085964132207,0.02,0.011428571428571429,0.011428571428571429
B25G,139,2,0.014388489208633094,0.02,0.014388489208633094,0.014388489208633094,139,2,0.0384160756501182,0.02,0.014388489208633094,0.014388489208633094,139,2,0.0761986301369863,0.02,0.014388489208633094,0.014388489208633094,139,2,0.0446078431372549,0.02,0.014388489208633094,0.014388489208633094,139,2,0.033516483516483515,0.02,0.014388489208633094,0.014388489208633094,139,2,0.10719424460431655,0.02,0.014388489208633094,0.014388489208633094
B28B,164,2,0.012195121951219513,0.02,0.012195121951219513,0.012195121951219513,164,2,0.03558460421205519,0.01,0.012195121951219513,0.012195121951219513,164,2,0.01044094794094794,0.0,0.012195121951219513,0.012195121951219513,164,2,0.012896745680996384,0.01,0.012195121951219513,0.012195121951219513,164,2,0.045454545454545456,0.02,0.012195121951219513,0.012195121951219513,164,2,0.014906899149714777,0.02,0.012195121951219513,0.012195121951219513
B31B,129,2,0.015503875968992248,0.02,0.015503875968992248,0.015503875968992248,129,2,0.011989226120089343,0.0,0.015503875968992248,0.015503875968992248,129,2,0.013576617087512972,0.01,0.015503875968992248,0.015503875968992248,129,2,0.01327284946236559,0.01,0.015503875968992248,0.015503875968992248,129,2,0.09808612440191387,0.02,0.015503875968992248,0.015503875968992248,129,2,0.25775193798449614,0.02,0.015503875968992248,0.015503875968992248
B60S,160,2,0.0125,0.01,0.0125,0.0125,160,2,0.05545454545454546,0.02,0.0125,0.0125,160,2,0.2672413793103448,0.02,0.0125,0.0125,160,2,0.1431818181818182,0.02,0.0125,0.0125,160,2,0.025015634771732333,0.02,0.0125,0.0125,160,2,0.019407894736842103,0.02,0.0125,0.0125
H03H,155,2,0.012903225806451613,0.01,0.012903225806451613,0.012903225806451613,155,2,0.026988636363636364,0.02,0.012903225806451613,0.012903225806451613,155,2,0.014130434782608696,0.01,0.012903225806451613,0.012903225806451613,155,2,0.012256442489000628,0.0,0.012903225806451613,0.012903225806451613,155,2,0.011042253521126762,0.0,0.012903225806451613,0.012903225806451613,155,2,0.012903225806451613,0.0,0.012903225806451613,0.012903225806451613
H02M,435,2,0.004597701149425287,0.0,0.0,0.004597701149425287,435,2,0.10546448087431695,0.01,0.01,0.004597701149425287,435,2,0.0156981039152918,0.01,0.01,0.004597701149425287,435,2,0.013105413105413105,0.01,0.005,0.004597701149425287,435,2,0.022294372294372294,0.01,0.01,0.004597701149425287,435,2,0.005431171457460638,0.0,0.005,0.004597701149425287
E02D,233,2,0.008583690987124463,0.01,0.005,0.008583690987124463,233,2,0.0891812865497076,0.01,0.01,0.008583690987124463,233,2,0.17258382642998027,0.01,0.01,0.008583690987124463,233,2,0.07333333333333333,0.02,0.01,0.008583690987124463,233,2,0.01324786324786325,0.01,0.01,0.008583690987124463,233,2,0.008620689655172414,0.0,0.005,0.008583690987124463
F02D,374,2,0.0053475935828877,0.0,0.0,0.0053475935828877,374,2,0.0050324089625399665,0.0,0.0,0.0053475935828877,374,2,0.006973734662576687,0.0,0.005,0.0053475935828877,374,2,0.0058825526713410185,0.0,0.005,0.0053475935828877,374,2,0.006805555555555556,0.0,0.005,0.0053475935828877,374,2,0.005578811409719737,0.0,0.005,0.0053475935828877
F41B,149,2,0.013422818791946308,0.0,0.013422818791946308,0.013422818791946308,149,2,0.012794348508634222,0.01,0.013422818791946308,0.013422818791946308,149,2,0.027092198581560284,0.01,0.013422818791946308,0.013422818791946308,149,2,0.017265981735159815,0.01,0.013422818791946308,0.013422818791946308,149,2,0.03471915081822202,0.01,0.013422818791946308,0.013422818791946308,149,2,0.014425072644250726,0.01,0.013422818791946308,0.013422818791946308
F02K,133,2,0.015037593984962405,0.02,0.015037593984962405,0.015037593984962405,133,2,0.048770816812053926,0.02,0.015037593984962405,0.015037593984962405,133,2,0.018445121951219515,0.02,0.015037593984962405,0.015037593984962405,133,2,0.017820370663709804,0.01,0.015037593984962405,0.015037593984962405,133,2,0.18018018018018017,0.02,0.015037593984962405,0.015037593984962405,133,2,0.04607843137254902,0.02,0.015037593984962405,0.015037593984962405
F25D,270,2,0.007407407407407408,0.01,0.005,0.007407407407407408,270,2,0.014472309299895507,0.01,0.01,0.007407407407407408,270,2,0.01646825396825397,0.01,0.01,0.007407407407407408,270,2,0.01438990735265129,0.01,0.01,0.007407407407407408,270,2,0.0079406364749082,0.0,0.005,0.007407407407407408,270,2,0.03001949317738791,0.01,0.01,0.007407407407407408
