ipc_subclass,bi_count,bi_psb_count,bi_average_precision,bi_precision@100,bi_precision@200,bi_precision@500,q35_count,q35_psb_count,q35_average_precision,q35_precision@100,q35_precision@200,q35_precision@500,rf_count,rf_psb_count,rf_average_precision,rf_precision@100,rf_precision@200,rf_precision@500,xgb_count,xgb_psb_count,xgb_average_precision,xgb_precision@100,xgb_precision@200,xgb_precision@500,lr_count,lr_psb_count,lr_average_precision,lr_precision@100,lr_precision@200,lr_precision@500,beauty_early_count,beauty_early_psb_count,beauty_early_average_precision,beauty_early_precision@100,beauty_early_precision@200,beauty_early_precision@500
C10L,230,4,0.017391304347826087,0.0,0.015,0.017391304347826087,230,4,0.031307167384371906,0.02,0.02,0.017391304347826087,230,4,0.03236518808436616,0.02,0.02,0.017391304347826087,230,4,0.030603109012199918,0.02,0.02,0.017391304347826087,230,4,0.022850947818416914,0.02,0.02,0.017391304347826087,230,4,0.01762114537444934,0.0,0.015,0.017391304347826087
C08K,866,4,0.004618937644341801,0.0,0.0,0.002,866,4,0.013152704865348377,0.01,0.005,0.008,866,4,0.008633657632513366,0.01,0.005,0.004,866,4,0.0064573224489608075,0.0,0.005,0.006,866,4,0.00618846470395033,0.0,0.0,0.006,866,4,0.007103466828070884,0.01,0.005,0.002
C10M,383,4,0.010443864229765013,0.0,0.01,0.010443864229765013,383,4,0.0124254232755319,0.0,0.015,0.010443864229765013,383,4,0.01049037388920316,0.01,0.005,0.010443864229765013,383,4,0.00942512054307829,0.0,0.005,0.010443864229765013,383,4,0.1394375963020031,0.02,0.02,0.010443864229765013,383,4,0.022822216989882557,0.02,0.02,0.010443864229765013
C22C,489,4,0.0081799591002045,0.02,0.01,0.0081799591002045,489,4,0.13281174804217527,0.01,0.005,0.0081799591002045,489,4,0.031574370772728295,0.01,0.015,0.0081799591002045,489,4,0.01220018491776016,0.01,0.005,0.0081799591002045,489,4,0.10947827367318892,0.03,0.015,0.0081799591002045,489,4,0.017748130179907014,0.01,0.01,0.0081799591002045
B24B,403,4,0.009925558312655087,0.02,0.01,0.009925558312655087,403,4,0.0423906561783411,0.02,0.01,0.009925558312655087,403,4,0.011284702678035798,0.0,0.01,0.009925558312655087,403,4,0.011201193820978367,0.01,0.01,0.009925558312655087,403,4,0.015018157521920913,0.01,0.01,0.009925558312655087,403,4,0.02317820145846112,0.01,0.015,0.009925558312655087
G05D,282,4,0.014184397163120567,0.01,0.01,0.014184397163120567,282,4,0.39278574122972465,0.03,0.015,0.014184397163120567,282,4,0.26472391378720495,0.01,0.015,0.014184397163120567,282,4,0.16755989911727617,0.03,0.015,0.014184397163120567,282,4,0.10780248539310376,0.02,0.01,0.014184397163120567,282,4,0.04765940274414851,0.04,0.02,0.014184397163120567
B21B,219,4,0.0182648401826484,0.01,0.015,0.0182648401826484,219,4,0.015905359884653462,0.0,0.015,0.0182648401826484,219,4,0.017735592735592734,0.01,0.01,0.0182648401826484,219,4,0.027519866574185946,0.01,0.01,0.0182648401826484,219,4,0.021048333113780193,0.01,0.015,0.0182648401826484,219,4,0.018691588785046728,0.01,0.015,0.0182648401826484
F02B,559,4,0.007155635062611807,0.0,0.0,0.006,559,4,0.021342077375688478,0.01,0.01,0.008,559,4,0.007698187317752535,0.0,0.0,0.008,559,4,0.010004414590068577,0.01,0.005,0.008,559,4,0.008963735126509985,0.0,0.005,0.008,559,4,0.00655103668261563,0.0,0.005,0.008
B08B,452,4,0.008849557522123894,0.0,0.005,0.008849557522123894,452,4,0.05445845946132926,0.02,0.01,0.008849557522123894,452,4,0.025749242786545515,0.02,0.01,0.008849557522123894,452,4,0.020440067319520593,0.02,0.01,0.008849557522123894,452,4,0.011698690721339701,0.0,0.01,0.008849557522123894,452,4,0.009092361776925535,0.01,0.005,0.008849557522123894
F04B,735,4,0.005442176870748299,0.0,0.0,0.004,735,4,0.0066530454699353205,0.0,0.005,0.006,735,4,0.008814191103254914,0.01,0.005,0.008,735,4,0.007064073020396539,0.0,0.01,0.006,735,4,0.041964282984413855,0.02,0.01,0.006,735,4,0.006051361669867124,0.0,0.0,0.004
C07F,454,4,0.00881057268722467,0.0,0.0,0.00881057268722467,454,4,0.021512038145740677,0.02,0.015,0.00881057268722467,454,4,0.015784561865797565,0.01,0.015,0.00881057268722467,454,4,0.011255809236956932,0.0,0.01,0.00881057268722467,454,4,0.016239797854275543,0.01,0.005,0.00881057268722467,454,4,0.00882579774414345,0.01,0.005,0.00881057268722467
B41F,344,4,0.011627906976744186,0.01,0.01,0.011627906976744186,344,4,0.03402891621944303,0.02,0.015,0.011627906976744186,344,4,0.029040440275662074,0.03,0.015,0.011627906976744186,344,4,0.061617618553527244,0.03,0.015,0.011627906976744186,344,4,0.27155850438869306,0.02,0.02,0.011627906976744186,344,4,0.016486251088714696,0.02,0.015,0.011627906976744186
B41J,630,4,0.006349206349206349,0.01,0.015,0.008,630,4,0.01050259447924671,0.01,0.005,0.008,630,4,0.004674798231845212,0.0,0.0,0.004,630,4,0.004719846126096126,0.0,0.0,0.004,630,4,0.019236992238334263,0.02,0.01,0.008,630,4,0.02501845142243693,0.02,0.01,0.004
B60C,327,4,0.012232415902140673,0.01,0.005,0.012232415902140673,327,4,0.02166615055936524,0.01,0.02,0.012232415902140673,327,4,0.016464811405361032,0.0,0.02,0.012232415902140673,327,4,0.01257058465795705,0.0,0.015,0.012232415902140673,327,4,0.01608050375086715,0.01,0.015,0.012232415902140673,327,4,0.013876480563795174,0.01,0.01,0.012232415902140673
A22C,202,4,0.019801980198019802,0.02,0.02,0.019801980198019802,202,4,0.0173446893043736,0.0,0.02,0.019801980198019802,202,4,0.022246313648749624,0.01,0.02,0.019801980198019802,202,4,0.025413116845701116,0.01,0.02,0.019801980198019802,202,4,0.023344501997253422,0.01,0.02,0.019801980198019802,202,4,0.02098336304218657,0.03,0.02,0.019801980198019802
H02K,780,4,0.005128205128205128,0.0,0.0,0.004,780,4,0.009670722613982772,0.01,0.01,0.006,780,4,0.008501507608856722,0.0,0.005,0.006,780,4,0.003842182662419162,0.0,0.0,0.0,780,4,0.022525478060468365,0.02,0.02,0.008,780,4,0.008133392031697117,0.01,0.005,0.006
H03F,388,3,0.007731958762886598,0.01,0.01,0.007731958762886598,388,3,0.012110844337735092,0.01,0.005,0.007731958762886598,388,3,0.014602704223606973,0.01,0.01,0.007731958762886598,388,3,0.023859210455428475,0.01,0.005,0.007731958762886598,388,3,0.010662713309126251,0.0,0.01,0.007731958762886598,388,3,0.007498960987333081,0.0,0.005,0.007731958762886598
H04J,526,3,0.005703422053231939,0.02,0.015,0.006,526,3,0.016377983731935622,0.01,0.015,0.006,526,3,0.029910105997062522,0.03,0.015,0.006,526,3,0.027223276407337127,0.02,0.015,0.006,526,3,0.01894938459901394,0.01,0.005,0.006,526,3,0.009605974374030745,0.01,0.015,0.006
H02J,261,3,0.011494252873563218,0.02,0.015,0.011494252873563218,261,3,0.3423375074537865,0.01,0.01,0.011494252873563218,261,3,0.02189398701026608,0.02,0.01,0.011494252873563218,261,3,0.1312026913372582,0.02,0.01,0.011494252873563218,261,3,0.02693579584451239,0.02,0.015,0.011494252873563218,261,3,0.013005273246237101,0.01,0.015,0.011494252873563218
H01Q,545,3,0.005504587155963303,0.0,0.0,0.004,545,3,0.004653890658505163,0.0,0.0,0.004,545,3,0.008437007408260033,0.0,0.005,0.006,545,3,0.005529346947932888,0.0,0.005,0.004,545,3,0.036920222634508344,0.02,0.015,0.006,545,3,0.005545286506469501,0.0,0.0,0.004
H04M,818,3,0.003667481662591687,0.0,0.0,0.0,818,3,0.0044748917437315355,0.0,0.005,0.002,818,3,0.003386809016019154,0.0,0.0,0.002,818,3,0.0032767830764567534,0.0,0.0,0.002,818,3,0.036275405173533275,0.01,0.005,0.004,818,3,0.062283557600068144,0.01,0.01,0.006
B63B,451,3,0.0066518847006651885,0.01,0.005,0.0066518847006651885,451,3,0.016124273806516796,0.01,0.005,0.0066518847006651885,451,3,0.014858434729257046,0.01,0.005,0.0066518847006651885,451,3,0.0063237992501758225,0.0,0.005,0.0066518847006651885,451,3,0.029903688043222926,0.02,0.01,0.0066518847006651885,451,3,0.008559670781893004,0.01,0.005,0.0066518847006651885
B60G,329,3,0.00911854103343465,0.02,0.01,0.00911854103343465,329,3,0.009238295435002906,0.01,0.005,0.00911854103343465,329,3,0.01420551834894402,0.01,0.005,0.00911854103343465,329,3,0.009189530219178576,0.0,0.005,0.00911854103343465,329,3,0.015561283469602878,0.01,0.01,0.00911854103343465,329,3,0.009615384615384616,0.0,0.01,0.00911854103343465
B60R,650,3,0.004615384615384616,0.01,0.005,0.006,650,3,0.01913614779670085,0.01,0.01,0.006,650,3,0.009607385462489152,0.01,0.005,0.006,650,3,0.008633943873116837,0.01,0.005,0.004,650,3,0.07008346374543557,0.01,0.005,0.004,650,3,0.005253380578572896,0.0,0.005,0.006
C21C,130,3,0.023076923076923078,0.02,0.023076923076923078,0.023076923076923078,130,3,0.18010610079575595,0.01,0.023076923076923078,0.023076923076923078,130,3,0.08554131054131053,0.02,0.023076923076923078,0.023076923076923078,130,3,0.05395622895622895,0.03,0.023076923076923078,0.023076923076923078,130,3,0.09159779614325068,0.02,0.023076923076923078,0.023076923076923078,130,3,0.02871794871794872,0.02,0.023076923076923078,0.023076923076923078
C23C,465,3,0.0064516129032258064,0.01,0.015,0.0064516129032258064,465,3,0.012255326219120767,0.01,0.005,0.0064516129032258064,465,3,0.025587974697075154,0.02,0.015,0.0064516129032258064,465,3,0.026518453937808772,0.02,0.01,0.0064516129032258064,465,3,0.007898261063652781,0.0,0.005,0.0064516129032258064,465,3,0.013649425287356323,0.01,0.01,0.0064516129032258064
C04B,705,3,0.00425531914893617,0.01,0.005,0.004,705,3,0.026836703138115363,0.01,0.005,0.004,705,3,0.008575042915173733,0.01,0.005,0.006,705,3,0.008108527673667109,0.0,0.01,0.004,705,3,0.012728977212694425,0.01,0.005,0.006,705,3,0.01947429964671344,0.02,0.01,0.004
C12Q,327,3,0.009174311926605505,0.01,0.01,0.009174311926605505,327,3,0.009571229872144654,0.0,0.005,0.009174311926605505,327,3,0.008580122516904126,0.0,0.005,0.009174311926605505,327,3,0.01111456113113877,0.0,0.015,0.009174311926605505,327,3,0.006603531755918745,0.0,0.0,0.009174311926605505,327,3,0.008572902845348666,0.0,0.005,0.009174311926605505
B23B,491,3,0.006109979633401222,0.01,0.005,0.006109979633401222,491,3,0.006526804107406222,0.0,0.005,0.006109979633401222,491,3,0.02147392212984417,0.01,0.005,0.006109979633401222,491,3,0.012199820997762553,0.01,0.01,0.006109979633401222,491,3,0.014599679946362552,0.01,0.005,0.006109979633401222,491,3,0.006122448979591836,0.0,0.0,0.006109979633401222
G09F,408,3,0.007352941176470588,0.0,0.0,0.007352941176470588,408,3,0.014068400685871767,0.01,0.01,0.007352941176470588,408,3,0.0064016733305983665,0.0,0.0,0.007352941176470588,408,3,0.015279400943600398,0.01,0.005,0.007352941176470588,408,3,0.010958725182863114,0.01,0.01,0.007352941176470588,408,3,0.008362534491222724,0.01,0.005,0.007352941176470588
B22D,460,3,0.006521739130434782,0.0,0.0,0.006521739130434782,460,3,0.010136869118905047,0.01,0.005,0.006521739130434782,460,3,0.04367859135900373,0.01,0.005,0.006521739130434782,460,3,0.008150791304997611,0.01,0.005,0.006521739130434782,460,3,0.04036830084019904,0.02,0.015,0.006521739130434782,460,3,0.007255849199583215,0.0,0.005,0.006521739130434782
C22B,192,3,0.015625,0.01,0.015625,0.015625,192,3,0.013150956059609906,0.0,0.015625,0.015625,192,3,0.022251327483885624,0.01,0.015625,0.015625,192,3,0.017621122153962117,0.01,0.015625,0.015625,192,3,0.015772199546718685,0.01,0.015625,0.015625,192,3,0.09375,0.02,0.015625,0.015625
H01H,1101,3,0.0027247956403269754,0.0,0.0,0.0,1101,3,0.009876293751824161,0.0,0.01,0.006,1101,3,0.003789949163689365,0.0,0.0,0.002,1101,3,0.0049795779369073215,0.0,0.005,0.002,1101,3,0.005261186117197992,0.0,0.0,0.004,1101,3,0.0026523414528693513,0.0,0.0,0.002
H01M,561,3,0.0053475935828877,0.0,0.005,0.004,561,3,0.005884246071292022,0.0,0.0,0.006,561,3,0.01663953612086392,0.01,0.005,0.004,561,3,0.005387978522306881,0.0,0.0,0.006,561,3,0.005436227425765299,0.0,0.0,0.006,561,3,0.007109388590870073,0.0,0.01,0.006
H01P,303,3,0.009900990099009901,0.03,0.015,0.009900990099009901,303,3,0.025921658986175114,0.02,0.015,0.009900990099009901,303,3,0.1255297157622739,0.02,0.015,0.009900990099009901,303,3,0.03946078431372549,0.02,0.015,0.009900990099009901,303,3,0.009911093912831365,0.0,0.005,0.009900990099009901,303,3,0.013726174712090207,0.01,0.01,0.009900990099009901
E04H,368,3,0.008152173913043478,0.01,0.01,0.008152173913043478,368,3,0.016347104709607756,0.01,0.005,0.008152173913043478,368,3,0.01995613657865314,0.01,0.01,0.008152173913043478,368,3,0.018763588432835442,0.01,0.01,0.008152173913043478,368,3,0.008548660221903714,0.0,0.005,0.008152173913043478,368,3,0.02674282320122614,0.02,0.015,0.008152173913043478
D06F,133,3,0.022556390977443608,0.02,0.022556390977443608,0.022556390977443608,133,3,0.045570458685212784,0.02,0.022556390977443608,0.022556390977443608,133,3,0.07864823348694316,0.03,0.022556390977443608,0.022556390977443608,133,3,0.051659451659451655,0.03,0.022556390977443608,0.022556390977443608,133,3,0.020723305849163973,0.01,0.022556390977443608,0.022556390977443608,133,3,0.022556390977443608,0.01,0.022556390977443608,0.022556390977443608
D02G,167,3,0.017964071856287425,0.01,0.017964071856287425,0.017964071856287425,167,3,0.05432098765432099,0.02,0.017964071856287425,0.017964071856287425,167,3,0.07608233885606148,0.02,0.017964071856287425,0.017964071856287425,167,3,0.02785794452461119,0.02,0.017964071856287425,0.017964071856287425,167,3,0.04887218045112782,0.03,0.017964071856287425,0.017964071856287425,167,3,0.023423921387993242,0.02,0.017964071856287425,0.017964071856287425
E01C,197,3,0.015228426395939087,0.02,0.015228426395939087,0.015228426395939087,197,3,0.018697876619151833,0.01,0.015228426395939087,0.015228426395939087,197,3,0.014729279035955485,0.01,0.015228426395939087,0.015228426395939087,197,3,0.022284258987168182,0.02,0.015228426395939087,0.015228426395939087,197,3,0.014826304815711594,0.01,0.015228426395939087,0.015228426395939087,197,3,0.0209750566893424,0.02,0.015228426395939087,0.015228426395939087
G01V,548,3,0.005474452554744526,0.02,0.01,0.006,548,3,0.013953497026578443,0.01,0.005,0.006,548,3,0.009611004974978712,0.01,0.005,0.006,548,3,0.007510676974909141,0.0,0.005,0.006,548,3,0.015552176484076126,0.01,0.015,0.006,548,3,0.005555555555555556,0.0,0.0,0.004
G01T,244,3,0.012295081967213115,0.0,0.015,0.012295081967213115,244,3,0.3627198627198627,0.03,0.015,0.012295081967213115,244,3,0.011342147050140885,0.01,0.005,0.012295081967213115,244,3,0.014105011199865708,0.01,0.01,0.012295081967213115,244,3,0.12926447574334898,0.02,0.015,0.012295081967213115,244,3,0.015444448599528815,0.02,0.015,0.012295081967213115
G01S,408,3,0.007352941176470588,0.0,0.005,0.007352941176470588,408,3,0.014627841430263001,0.01,0.01,0.007352941176470588,408,3,0.3382141605327725,0.01,0.005,0.007352941176470588,408,3,0.33937389770723103,0.01,0.005,0.007352941176470588,408,3,0.021235736597182378,0.01,0.015,0.007352941176470588,408,3,0.011858807163971485,0.02,0.01,0.007352941176470588
F24J,94,3,0.031914893617021274,0.031914893617021274,0.031914893617021274,0.031914893617021274,94,3,0.029005319623168595,0.031914893617021274,0.031914893617021274,0.031914893617021274,94,3,0.3645100796999531,0.031914893617021274,0.031914893617021274,0.031914893617021274,94,3,0.049846021187484595,0.031914893617021274,0.031914893617021274,0.031914893617021274,94,3,0.15117521367521367,0.031914893617021274,0.031914893617021274,0.031914893617021274,94,3,0.03299962921764924,0.031914893617021274,0.031914893617021274,0.031914893617021274
F02M,615,3,0.004878048780487805,0.01,0.005,0.006,615,3,0.0067563381853301165,0.0,0.0,0.006,615,3,0.007437407996995128,0.0,0.005,0.006,615,3,0.02222965199884958,0.01,0.005,0.006,615,3,0.004608380463890838,0.0,0.0,0.004,615,3,0.005238314529127331,0.0,0.005,0.006
F04D,257,3,0.011673151750972763,0.01,0.01,0.011673151750972763,257,3,0.03535988819007687,0.02,0.015,0.011673151750972763,257,3,0.03995354712521902,0.03,0.015,0.011673151750972763,257,3,0.07983682983682984,0.03,0.015,0.011673151750972763,257,3,0.04364814814814815,0.02,0.015,0.011673151750972763,257,3,0.0126840619516289,0.01,0.005,0.011673151750972763
F16D,984,3,0.003048780487804878,0.0,0.0,0.002,984,3,0.0031375360692739735,0.0,0.0,0.0,984,3,0.007126814051268141,0.0,0.005,0.006,984,3,0.0045183271753923525,0.0,0.005,0.004,984,3,0.0036618942856183694,0.0,0.005,0.002,984,3,0.003973427267359497,0.0,0.005,0.004
F16F,459,3,0.006535947712418301,0.0,0.01,0.006535947712418301,459,3,0.005911625258250782,0.0,0.005,0.006535947712418301,459,3,0.007480676921436183,0.0,0.005,0.006535947712418301,459,3,0.006102186390456505,0.0,0.0,0.006535947712418301,459,3,0.016430561689922733,0.01,0.015,0.006535947712418301,459,3,0.007692952978737053,0.0,0.01,0.006535947712418301
B07C,140,3,0.02142857142857143,0.02,0.02142857142857143,0.02142857142857143,140,3,0.0649624904010869,0.03,0.02142857142857143,0.02142857142857143,140,3,0.035548293391430646,0.03,0.02142857142857143,0.02142857142857143,140,3,0.03383803890245832,0.03,0.02142857142857143,0.02142857142857143,140,3,0.02302626451562622,0.02,0.02142857142857143,0.02142857142857143,140,3,0.01942945802038154,0.02,0.02142857142857143,0.02142857142857143
E06B,377,3,0.007957559681697613,0.01,0.005,0.007957559681697613,377,3,0.010568017306616655,0.01,0.005,0.007957559681697613,377,3,0.04072061191626409,0.01,0.005,0.007957559681697613,377,3,0.017313197934808282,0.01,0.005,0.007957559681697613,377,3,0.011743875152860794,0.0,0.01,0.007957559681697613,377,3,0.008086253369272238,0.0,0.0,0.007957559681697613
B21D,637,3,0.004709576138147566,0.0,0.0,0.004,637,3,0.006811315205475789,0.0,0.005,0.004,637,3,0.00858797214023856,0.0,0.005,0.006,637,3,0.007819123505398016,0.0,0.01,0.004,637,3,0.007812801546387773,0.0,0.005,0.006,637,3,0.02459016393442623,0.03,0.015,0.006
H04Q,498,3,0.006024096385542169,0.0,0.01,0.006024096385542169,498,3,0.02491064491064491,0.02,0.01,0.006024096385542169,498,3,0.011745954057725001,0.01,0.005,0.006024096385542169,498,3,0.018460466736328805,0.02,0.015,0.006024096385542169,498,3,0.015407700190308885,0.01,0.01,0.006024096385542169,498,3,0.010593409338257597,0.01,0.01,0.006024096385542169
A61G,183,3,0.01639344262295082,0.0,0.01639344262295082,0.01639344262295082,183,3,0.042433591481800176,0.02,0.01639344262295082,0.01639344262295082,183,3,0.013359737748316976,0.0,0.01639344262295082,0.01639344262295082,183,3,0.016972613458528952,0.01,0.01639344262295082,0.01639344262295082,183,3,0.023219595367309172,0.02,0.01639344262295082,0.01639344262295082,183,3,0.016305305834655386,0.01,0.01639344262295082,0.01639344262295082
G01C,298,3,0.010067114093959731,0.01,0.01,0.010067114093959731,298,3,0.02375496256093271,0.02,0.01,0.010067114093959731,298,3,0.008203176514434793,0.0,0.005,0.010067114093959731,298,3,0.009952227918277476,0.0,0.01,0.010067114093959731,298,3,0.014158304234640113,0.01,0.01,0.010067114093959731,298,3,0.010818785345463487,0.01,0.005,0.010067114093959731
A01D,399,3,0.007518796992481203,0.02,0.01,0.007518796992481203,399,3,0.008377932636158637,0.0,0.005,0.007518796992481203,399,3,0.024278553526673827,0.01,0.01,0.007518796992481203,399,3,0.01042593929896933,0.01,0.01,0.007518796992481203,399,3,0.01675761015074792,0.01,0.015,0.007518796992481203,399,3,0.007556675062972292,0.0,0.0,0.007518796992481203
G01M,409,3,0.007334963325183374,0.0,0.015,0.007334963325183374,409,3,0.051795304108904705,0.01,0.015,0.007334963325183374,409,3,0.015238276925386391,0.01,0.005,0.007334963325183374,409,3,0.013501914002832353,0.01,0.005,0.007334963325183374,409,3,0.019385063439204594,0.01,0.015,0.007334963325183374,409,3,0.017925540064348093,0.0,0.015,0.007334963325183374
A47G,381,3,0.007874015748031496,0.0,0.005,0.007874015748031496,381,3,0.007473371535871536,0.0,0.005,0.007874015748031496,381,3,0.018263924304888785,0.01,0.005,0.007874015748031496,381,3,0.008898168320826273,0.0,0.005,0.007874015748031496,381,3,0.008696125793312495,0.0,0.005,0.007874015748031496,381,3,0.00843401333597412,0.01,0.005,0.007874015748031496
B62B,228,2,0.008771929824561403,0.02,0.01,0.008771929824561403,228,2,0.00870483682983683,0.0,0.01,0.008771929824561403,228,2,0.013623407109322602,0.01,0.005,0.008771929824561403,228,2,0.012159065710695544,0.01,0.01,0.008771929824561403,228,2,0.014030612244897957,0.01,0.01,0.008771929824561403,228,2,0.012879862614798777,0.01,0.01,0.008771929824561403
B26D,278,2,0.007194244604316547,0.0,0.01,0.007194244604316547,278,2,0.019070403280929595,0.01,0.005,0.007194244604316547,278,2,0.013578201233545062,0.01,0.01,0.007194244604316547,278,2,0.026753074111000332,0.02,0.01,0.007194244604316547,278,2,0.03165374677002584,0.01,0.005,0.007194244604316547,278,2,0.011198945981554678,0.01,0.01,0.007194244604316547
B43L,62,2,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,62,2,0.27564102564102566,0.03225806451612903,0.03225806451612903,0.03225806451612903,62,2,0.12000000000000001,0.03225806451612903,0.03225806451612903,0.03225806451612903,62,2,0.1015151515151515,0.03225806451612903,0.03225806451612903,0.03225806451612903,62,2,0.10185185185185185,0.03225806451612903,0.03225806451612903,0.03225806451612903,62,2,0.06158357771260997,0.03225806451612903,0.03225806451612903,0.03225806451612903
B44C,251,2,0.00796812749003984,0.01,0.01,0.00796812749003984,251,2,0.006242152466367713,0.0,0.0,0.00796812749003984,251,2,0.00776486137394491,0.0,0.005,0.00796812749003984,251,2,0.007262817503781359,0.0,0.005,0.00796812749003984,251,2,0.013444244604316547,0.01,0.01,0.00796812749003984,251,2,0.02631578947368421,0.02,0.01,0.00796812749003984
B41M,338,2,0.005917159763313609,0.01,0.005,0.005917159763313609,338,2,0.05320648343904158,0.01,0.01,0.005917159763313609,338,2,0.010528600890046674,0.0,0.01,0.005917159763313609,338,2,0.01148989898989899,0.0,0.01,0.005917159763313609,338,2,0.04079601990049751,0.01,0.01,0.005917159763313609,338,2,0.007935569676370623,0.01,0.005,0.005917159763313609
B29B,114,2,0.017543859649122806,0.02,0.017543859649122806,0.017543859649122806,114,2,0.022166307213036182,0.01,0.017543859649122806,0.017543859649122806,114,2,0.05462885738115096,0.01,0.017543859649122806,0.017543859649122806,114,2,0.04105392156862745,0.01,0.017543859649122806,0.017543859649122806,114,2,0.41666666666666663,0.02,0.017543859649122806,0.017543859649122806,114,2,0.09191176470588236,0.02,0.017543859649122806,0.017543859649122806
C09J,98,2,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,98,2,0.02506265664160401,0.02040816326530612,0.02040816326530612,0.02040816326530612,98,2,0.041770057899090156,0.02040816326530612,0.02040816326530612,0.02040816326530612,98,2,0.03,0.02040816326530612,0.02040816326530612,0.02040816326530612,98,2,0.5222222222222223,0.02040816326530612,0.02040816326530612,0.02040816326530612,98,2,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
G09G,551,2,0.003629764065335753,0.0,0.0,0.004,551,2,0.004453262786596119,0.0,0.0,0.004,551,2,0.0035769491178987978,0.0,0.0,0.002,551,2,0.004041212200378813,0.0,0.0,0.004,551,2,0.004283915017732259,0.0,0.0,0.004,551,2,0.003745318352059925,0.0,0.0,0.004
B23C,159,2,0.012578616352201259,0.01,0.012578616352201259,0.012578616352201259,159,2,0.08888888888888888,0.02,0.012578616352201259,0.012578616352201259,159,2,0.031024531024531024,0.02,0.012578616352201259,0.012578616352201259,159,2,0.021708683473389355,0.02,0.012578616352201259,0.012578616352201259,159,2,0.03311965811965812,0.02,0.012578616352201259,0.012578616352201259,159,2,0.017917215152844813,0.01,0.012578616352201259,0.012578616352201259
B25C,113,2,0.017699115044247787,0.0,0.017699115044247787,0.017699115044247787,113,2,0.08333333333333333,0.02,0.017699115044247787,0.017699115044247787,113,2,0.056592039800995024,0.02,0.017699115044247787,0.017699115044247787,113,2,0.145,0.02,0.017699115044247787,0.017699115044247787,113,2,0.08703703703703704,0.02,0.017699115044247787,0.017699115044247787,113,2,0.09218289085545722,0.01,0.017699115044247787,0.017699115044247787
B61B,69,2,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,69,2,0.024643874643874644,0.028985507246376812,0.028985507246376812,0.028985507246376812,69,2,0.09365079365079365,0.028985507246376812,0.028985507246376812,0.028985507246376812,69,2,0.0734126984126984,0.028985507246376812,0.028985507246376812,0.028985507246376812,69,2,0.06777777777777777,0.028985507246376812,0.028985507246376812,0.028985507246376812,69,2,0.06666666666666667,0.028985507246376812,0.028985507246376812,0.028985507246376812
H03M,347,2,0.005763688760806916,0.01,0.005,0.005763688760806916,347,2,0.0402046783625731,0.02,0.01,0.005763688760806916,347,2,0.016741071428571428,0.01,0.01,0.005763688760806916,347,2,0.010839160839160839,0.0,0.01,0.005763688760806916,347,2,0.045276774969915765,0.01,0.005,0.005763688760806916,347,2,0.03453996983408748,0.01,0.01,0.005763688760806916
H02G,234,2,0.008547008547008548,0.0,0.01,0.008547008547008548,234,2,0.05347222222222223,0.02,0.01,0.008547008547008548,234,2,0.01314721636098036,0.0,0.01,0.008547008547008548,234,2,0.015865384615384615,0.01,0.01,0.008547008547008548,234,2,0.01704949088325835,0.01,0.005,0.008547008547008548,234,2,0.03125,0.02,0.01,0.008547008547008548
A23K,110,2,0.01818181818181818,0.02,0.01818181818181818,0.01818181818181818,110,2,0.021351575456053068,0.02,0.01818181818181818,0.01818181818181818,110,2,0.13530927835051546,0.02,0.01818181818181818,0.01818181818181818,110,2,0.05505279034690799,0.02,0.01818181818181818,0.01818181818181818,110,2,0.2708333333333333,0.02,0.01818181818181818,0.01818181818181818,110,2,0.023376623376623377,0.02,0.01818181818181818,0.01818181818181818
H02P,415,2,0.004819277108433735,0.01,0.01,0.004819277108433735,415,2,0.012103174603174602,0.01,0.005,0.004819277108433735,415,2,0.006548856548856549,0.0,0.005,0.004819277108433735,415,2,0.007211163660932384,0.0,0.005,0.004819277108433735,415,2,0.01741590945321218,0.01,0.005,0.004819277108433735,415,2,0.0036438013935838312,0.0,0.0,0.004819277108433735
B04B,89,2,0.02247191011235955,0.02247191011235955,0.02247191011235955,0.02247191011235955,89,2,0.19444444444444442,0.02247191011235955,0.02247191011235955,0.02247191011235955,89,2,0.05,0.02247191011235955,0.02247191011235955,0.02247191011235955,89,2,0.08225806451612903,0.02247191011235955,0.02247191011235955,0.02247191011235955,89,2,0.047379032258064516,0.02247191011235955,0.02247191011235955,0.02247191011235955,89,2,0.02474946856969329,0.02247191011235955,0.02247191011235955,0.02247191011235955
C09K,439,2,0.004555808656036446,0.01,0.005,0.004555808656036446,439,2,0.05588235294117647,0.01,0.01,0.004555808656036446,439,2,0.008230264162467553,0.0,0.01,0.004555808656036446,439,2,0.015188470066518847,0.01,0.01,0.004555808656036446,439,2,0.03939075630252101,0.01,0.005,0.004555808656036446,439,2,0.013436692506459949,0.01,0.005,0.004555808656036446
