ipc_subclass,bi_count,bi_psb_count,bi_average_precision,bi_precision@100,bi_precision@200,bi_precision@500,rf_count,rf_psb_count,rf_average_precision,rf_precision@100,rf_precision@200,rf_precision@500,xgb_count,xgb_psb_count,xgb_average_precision,xgb_precision@100,xgb_precision@200,xgb_precision@500,beauty_count,beauty_psb_count,beauty_average_precision,beauty_precision@100,beauty_precision@200,beauty_precision@500,bi_precision@55,bi_precision@186,bi_precision@202,bi_precision@99,bi_precision@64,bi_precision@153,bi_precision@110,bi_precision@460,bi_precision@57,bi_precision@86,bi_precision@103,bi_precision@206,bi_precision@63,bi_precision@204,bi_precision@139,bi_precision@330,bi_precision@322,bi_precision@183,bi_precision@261,bi_precision@214,bi_precision@361,bi_precision@182,bi_precision@50,bi_precision@398,bi_precision@397,bi_precision@405,bi_precision@56,bi_precision@113,bi_precision@89,bi_precision@140,bi_precision@452,bi_precision@219,bi_precision@98,bi_precision@120,bi_precision@491,bi_precision@159,bi_precision@161,bi_precision@403,bi_precision@482,bi_precision@174,bi_precision@278,bi_precision@88,bi_precision@158,bi_precision@51,bi_precision@114,bi_precision@175,bi_precision@129,bi_precision@344,bi_precision@338,bi_precision@62,bi_precision@327,bi_precision@329,bi_precision@127,bi_precision@69,bi_precision@228,bi_precision@451,bi_precision@376,bi_precision@181,bi_precision@91,bi_precision@237,bi_precision@126,bi_precision@77,bi_precision@78,bi_precision@454,bi_precision@166,bi_precision@291,bi_precision@383,bi_precision@247,bi_precision@75,bi_precision@230,bi_precision@457,bi_precision@124,bi_precision@471,bi_precision@351,bi_precision@95,bi_precision@130,bi_precision@465,bi_precision@218,bi_precision@167,bi_precision@281,bi_precision@79,bi_precision@133,bi_precision@104,bi_precision@87,bi_precision@197,bi_precision@66,bi_precision@233,bi_precision@101,bi_precision@122,bi_precision@368,bi_precision@472,bi_precision@94,bi_precision@225,bi_precision@106,bi_precision@102,bi_precision@374,bi_precision@257,bi_precision@402,bi_precision@459,bi_precision@171,bi_precision@380,bi_precision@58,bi_precision@370,bi_precision@52,bi_precision@72,bi_precision@142,bi_precision@270,bi_precision@128,bi_precision@152,bi_precision@149,bi_precision@60,bi_precision@377,bi_precision@81,bi_precision@267,bi_precision@185,bi_precision@431,bi_precision@409,bi_precision@408,bi_precision@244,bi_precision@196,bi_precision@80,bi_precision@131,bi_precision@54,bi_precision@163,bi_precision@424,bi_precision@59,bi_precision@168,bi_precision@495,bi_precision@115,bi_precision@193,bi_precision@234,bi_precision@435,bi_precision@177,bi_precision@388,bi_precision@498
B03B,56,1.0,0.017857142857142856,,,,56,1.0,0,0,0,0,56,1.0,0,0,0,0,56,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017857142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G03H,54,1.0,0.018518518518518517,,,,54,1.0,0,0,0,0,54,1.0,0,0,0,0,54,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018518518518518517,,,,,,,,,,,,
G05B,424,1.0,0.0023584905660377358,0.01,0.005,,424,1.0,0,0,0,0,424,1.0,0,0,0,0,424,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0023584905660377358,,,,,,,,,,
G04F,51,1.0,0.0196078431372549,,,,51,1.0,0,0,0,0,51,1.0,0,0,0,0,51,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0196078431372549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B24B,403,1.0,0.0024813895781637717,0.0,0.0,,403,1.0,0,0,0,0,403,1.0,0,0,0,0,403,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024813895781637717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B23D,161,1.0,0.006211180124223602,0.01,,,161,1.0,0,0,0,0,161,1.0,0,0,0,0,161,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006211180124223602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F16G,171,1.0,0.005847953216374269,0.01,,,171,1.0,0,0,0,0,171,1.0,0,0,0,0,171,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005847953216374269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B60T,588,1.0,0.0017006802721088435,0.0,0.0,0.002,588,1.0,0,0,0,0,588,1.0,0,0,0,0,588,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B60R,650,1.0,0.0015384615384615385,0.01,0.005,0.002,650,1.0,0,0,0,0,650,1.0,0,0,0,0,650,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F24H,129,1.0,0.007751937984496124,0.01,,,129,1.0,0,0,0,0,129,1.0,0,0,0,0,129,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007751937984496124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F25D,270,1.0,0.003703703703703704,0.01,0.005,,270,1.0,0,0,0,0,270,1.0,0,0,0,0,270,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003703703703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F27B,152,1.0,0.006578947368421052,0.01,,,152,1.0,0,0,0,0,152,1.0,0,0,0,0,152,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006578947368421052,,,,,,,,,,,,,,,,,,,,,,,,,,
F25J,128,1.0,0.0078125,0.01,,,128,1.0,0,0,0,0,128,1.0,0,0,0,0,128,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,,,,
G01P,171,1.0,0.005847953216374269,0.01,,,171,1.0,0,0,0,0,171,1.0,0,0,0,0,171,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005847953216374269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F23Q,72,1.0,0.013888888888888888,,,,72,1.0,0,0,0,0,72,1.0,0,0,0,0,72,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B41M,338,1.0,0.0029585798816568047,0.01,0.005,,338,1.0,0,0,0,0,338,1.0,0,0,0,0,338,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029585798816568047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G01M,409,1.0,0.0024449877750611247,0.0,0.005,,409,1.0,0,0,0,0,409,1.0,0,0,0,0,409,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024449877750611247,,,,,,,,,,,,,,,,,,
F16M,327,1.0,0.0030581039755351682,0.0,0.005,,327,1.0,0,0,0,0,327,1.0,0,0,0,0,327,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0030581039755351682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F16L,983,1.0,0.001017293997965412,0.0,0.005,0.002,983,1.0,0,0,0,0,983,1.0,0,0,0,0,983,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F16K,1136,1.0,0.0008802816901408451,0.0,0.0,0.0,1136,1.0,0,0,0,0,1136,1.0,0,0,0,0,1136,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F16J,380,1.0,0.002631578947368421,0.0,0.005,,380,1.0,0,0,0,0,380,1.0,0,0,0,0,380,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B63B,451,1.0,0.0022172949002217295,0.0,0.0,,451,1.0,0,0,0,0,451,1.0,0,0,0,0,451,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022172949002217295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B62K,127,1.0,0.007874015748031496,0.01,,,127,1.0,0,0,0,0,127,1.0,0,0,0,0,127,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007874015748031496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B62B,228,1.0,0.0043859649122807015,0.01,0.005,,228,1.0,0,0,0,0,228,1.0,0,0,0,0,228,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0043859649122807015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B61B,69,1.0,0.014492753623188406,,,,69,1.0,0,0,0,0,69,1.0,0,0,0,0,69,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014492753623188406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B65C,55,1.0,0.01818181818181818,,,,55,1.0,0,0,0,0,55,1.0,0,0,0,0,55,1.0,0,0,0,0,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B65B,957,1.0,0.0010449320794148381,0.0,0.0,0.002,957,1.0,0,0,0,0,957,1.0,0,0,0,0,957,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B65G,1253,1.0,0.0007980845969672786,0.0,0.0,0.0,1253,1.0,0,0,0,0,1253,1.0,0,0,0,0,1253,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F17C,58,1.0,0.017241379310344827,,,,58,1.0,0,0,0,0,58,1.0,0,0,0,0,58,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017241379310344827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B64D,181,1.0,0.0055248618784530384,0.0,,,181,1.0,0,0,0,0,181,1.0,0,0,0,0,181,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0055248618784530384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B64G,91,1.0,0.01098901098901099,,,,91,1.0,0,0,0,0,91,1.0,0,0,0,0,91,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01098901098901099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F23C,52,1.0,0.019230769230769232,,,,52,1.0,0,0,0,0,52,1.0,0,0,0,0,52,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019230769230769232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F23G,78,1.0,0.01282051282051282,,,,78,1.0,0,0,0,0,78,1.0,0,0,0,0,78,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02F,528,1.0,0.001893939393939394,0.0,0.005,0.002,528,1.0,0,0,0,0,528,1.0,0,0,0,0,528,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01B,587,1.0,0.0017035775127768314,0.0,0.0,0.0,587,1.0,0,0,0,0,587,1.0,0,0,0,0,587,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B67B,126,1.0,0.007936507936507936,0.01,,,126,1.0,0,0,0,0,126,1.0,0,0,0,0,126,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007936507936507936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B66D,56,1.0,0.017857142857142856,,,,56,1.0,0,0,0,0,56,1.0,0,0,0,0,56,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017857142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B66C,237,1.0,0.004219409282700422,0.01,0.005,,237,1.0,0,0,0,0,237,1.0,0,0,0,0,237,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004219409282700422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C06B,78,1.0,0.01282051282051282,,,,78,1.0,0,0,0,0,78,1.0,0,0,0,0,78,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C07K,291,1.0,0.003436426116838488,0.01,0.005,,291,1.0,0,0,0,0,291,1.0,0,0,0,0,291,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003436426116838488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F41B,149,1.0,0.006711409395973154,0.0,,,149,1.0,0,0,0,0,149,1.0,0,0,0,0,149,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006711409395973154,,,,,,,,,,,,,,,,,,,,,,,,,
B43K,86,1.0,0.011627906976744186,,,,86,1.0,0,0,0,0,86,1.0,0,0,0,0,86,1.0,0,0,0,0,,,,,,,,,,0.011627906976744186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B43L,62,1.0,0.016129032258064516,,,,62,1.0,0,0,0,0,62,1.0,0,0,0,0,62,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016129032258064516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B60G,329,1.0,0.00303951367781155,0.01,0.005,,329,1.0,0,0,0,0,329,1.0,0,0,0,0,329,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00303951367781155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B60C,327,1.0,0.0030581039755351682,0.0,0.0,,327,1.0,0,0,0,0,327,1.0,0,0,0,0,327,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0030581039755351682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B60H,127,1.0,0.007874015748031496,0.01,,,127,1.0,0,0,0,0,127,1.0,0,0,0,0,127,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007874015748031496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B25G,139,1.0,0.007194244604316547,0.01,,,139,1.0,0,0,0,0,139,1.0,0,0,0,0,139,1.0,0,0,0,0,,,,,,,,,,,,,,,0.007194244604316547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F24C,142,1.0,0.007042253521126761,0.0,,,142,1.0,0,0,0,0,142,1.0,0,0,0,0,142,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007042253521126761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G01L,431,1.0,0.002320185614849188,0.0,0.0,,431,1.0,0,0,0,0,431,1.0,0,0,0,0,431,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002320185614849188,,,,,,,,,,,,,,,,,,,
F04D,257,1.0,0.0038910505836575876,0.01,0.005,,257,1.0,0,0,0,0,257,1.0,0,0,0,0,257,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0038910505836575876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F04C,183,1.0,0.00546448087431694,0.0,,,183,1.0,0,0,0,0,183,1.0,0,0,0,0,183,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,0.00546448087431694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F04B,735,1.0,0.0013605442176870747,0.0,0.0,0.002,735,1.0,0,0,0,0,735,1.0,0,0,0,0,735,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F02M,615,1.0,0.0016260162601626016,0.01,0.005,0.002,615,1.0,0,0,0,0,615,1.0,0,0,0,0,615,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F02K,133,1.0,0.007518796992481203,0.01,,,133,1.0,0,0,0,0,133,1.0,0,0,0,0,133,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007518796992481203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B63H,376,1.0,0.0026595744680851063,0.01,0.005,,376,1.0,0,0,0,0,376,1.0,0,0,0,0,376,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026595744680851063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C08J,383,1.0,0.0026109660574412533,0.0,0.0,,383,1.0,0,0,0,0,383,1.0,0,0,0,0,383,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026109660574412533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C08B,86,1.0,0.011627906976744186,,,,86,1.0,0,0,0,0,86,1.0,0,0,0,0,86,1.0,0,0,0,0,,,,,,,,,,0.011627906976744186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C07H,166,1.0,0.006024096385542169,0.01,,,166,1.0,0,0,0,0,166,1.0,0,0,0,0,166,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006024096385542169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10L,230,1.0,0.004347826086956522,0.0,0.005,,230,1.0,0,0,0,0,230,1.0,0,0,0,0,230,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004347826086956522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C12M,124,1.0,0.008064516129032258,0.01,,,124,1.0,0,0,0,0,124,1.0,0,0,0,0,124,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008064516129032258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
