ipc_subclass,bi_count,bi_psb_count,bi_average_precision,bi_precision@100,bi_precision@200,bi_precision@500,q35_count,q35_psb_count,q35_average_precision,q35_precision@100,q35_precision@200,q35_precision@500,rf_count,rf_psb_count,rf_average_precision,rf_precision@100,rf_precision@200,rf_precision@500,xgb_count,xgb_psb_count,xgb_average_precision,xgb_precision@100,xgb_precision@200,xgb_precision@500,lr_count,lr_psb_count,lr_average_precision,lr_precision@100,lr_precision@200,lr_precision@500,beauty_early_count,beauty_early_psb_count,beauty_early_average_precision,beauty_early_precision@100,beauty_early_precision@200,beauty_early_precision@500
B60C,327,4,0.012232415902140673,0.01,0.005,0.012232415902140673,327,4,0.01310321589509407,0.0,0.015,0.012232415902140673,327,4,0.01977510181938937,0.02,0.02,0.012232415902140673,327,4,0.02270210085002012,0.01,0.015,0.012232415902140673,327,4,0.020389234631054617,0.02,0.015,0.012232415902140673,327,4,0.013876480563795174,0.01,0.01,0.012232415902140673
B23B,491,4,0.008146639511201629,0.01,0.005,0.008146639511201629,491,4,0.27110553919764446,0.02,0.015,0.008146639511201629,491,4,0.0195049863425544,0.01,0.005,0.008146639511201629,491,4,0.037382062979224216,0.01,0.01,0.008146639511201629,491,4,0.015175445620798804,0.01,0.01,0.008146639511201629,491,4,0.00816326530612245,0.0,0.0,0.008146639511201629
B23C,159,4,0.025157232704402517,0.02,0.025157232704402517,0.025157232704402517,159,4,0.0236336032388664,0.02,0.025157232704402517,0.025157232704402517,159,4,0.034477122044126216,0.03,0.025157232704402517,0.025157232704402517,159,4,0.02215046721307024,0.02,0.025157232704402517,0.025157232704402517,159,4,0.06300505050505051,0.03,0.025157232704402517,0.025157232704402517,159,4,0.024681878016673982,0.01,0.025157232704402517,0.025157232704402517
A61H,261,4,0.01532567049808429,0.02,0.015,0.01532567049808429,261,4,0.02417093228138217,0.01,0.02,0.01532567049808429,261,4,0.017555155744262158,0.01,0.015,0.01532567049808429,261,4,0.012107369717127725,0.0,0.01,0.01532567049808429,261,4,0.1187144839632009,0.02,0.02,0.01532567049808429,261,4,0.014342619002711153,0.01,0.015,0.01532567049808429
A61G,183,4,0.02185792349726776,0.0,0.02185792349726776,0.02185792349726776,183,4,0.043969269745667255,0.04,0.02185792349726776,0.02185792349726776,183,4,0.02443394024276377,0.02,0.02185792349726776,0.02185792349726776,183,4,0.040973188365826405,0.02,0.02185792349726776,0.02185792349726776,183,4,0.023493867243867247,0.01,0.02185792349726776,0.02185792349726776,183,4,0.01976891212084232,0.02,0.02185792349726776,0.02185792349726776
G02C,196,4,0.02040816326530612,0.0,0.02040816326530612,0.02040816326530612,196,4,0.03493542510125805,0.03,0.02040816326530612,0.02040816326530612,196,4,0.023233926330552893,0.02,0.02040816326530612,0.02040816326530612,196,4,0.048231511992903986,0.03,0.02040816326530612,0.02040816326530612,196,4,0.02488780102677295,0.01,0.02040816326530612,0.02040816326530612,196,4,0.01892241982915558,0.01,0.02040816326530612,0.02040816326530612
G01T,244,4,0.26229508196721313,0.01,0.02,0.01639344262295082,244,4,0.33342933947772657,0.02,0.02,0.01639344262295082,244,4,0.0489645542545229,0.01,0.015,0.01639344262295082,244,4,0.015792268269713236,0.01,0.01,0.01639344262295082,244,4,0.16142329778506972,0.02,0.015,0.01639344262295082,244,4,0.022231778916270897,0.03,0.02,0.01639344262295082
B28B,164,4,0.024390243902439025,0.02,0.024390243902439025,0.024390243902439025,164,4,0.0291104279421952,0.02,0.024390243902439025,0.024390243902439025,164,4,0.03029395540845923,0.02,0.024390243902439025,0.024390243902439025,164,4,0.05118141921637684,0.02,0.024390243902439025,0.024390243902439025,164,4,0.06747807277468294,0.03,0.024390243902439025,0.024390243902439025,164,4,0.027046475369793765,0.03,0.024390243902439025,0.024390243902439025
G01M,409,4,0.09066829665851671,0.02,0.02,0.009779951100244499,409,4,0.0995756207590224,0.02,0.01,0.009779951100244499,409,4,0.029128250012149505,0.03,0.02,0.009779951100244499,409,4,0.03714884180571547,0.03,0.015,0.009779951100244499,409,4,0.018986729705511005,0.02,0.01,0.009779951100244499,409,4,0.026492518257494508,0.01,0.02,0.009779951100244499
B25J,174,4,0.022988505747126436,0.01,0.022988505747126436,0.022988505747126436,174,4,0.06265166028097062,0.04,0.022988505747126436,0.022988505747126436,174,4,0.02129623670164019,0.02,0.022988505747126436,0.022988505747126436,174,4,0.03226249500563001,0.01,0.022988505747126436,0.022988505747126436,174,4,0.3129251700680272,0.04,0.022988505747126436,0.022988505747126436,174,4,0.02928136308097185,0.03,0.022988505747126436,0.022988505747126436
F41F,133,4,0.03007518796992481,0.04,0.03007518796992481,0.03007518796992481,133,4,0.038240068754774634,0.03,0.03007518796992481,0.03007518796992481,133,4,0.21122872225813402,0.04,0.03007518796992481,0.03007518796992481,133,4,0.18799840510366828,0.04,0.03007518796992481,0.03007518796992481,133,4,0.04679619133389083,0.04,0.03007518796992481,0.03007518796992481,133,4,0.028582581540596806,0.04,0.03007518796992481,0.03007518796992481
C09K,439,4,0.009111617312072893,0.02,0.015,0.009111617312072893,439,4,0.01704611156523779,0.01,0.01,0.009111617312072893,439,4,0.02180104522862327,0.01,0.015,0.009111617312072893,439,4,0.032342685101497425,0.01,0.015,0.009111617312072893,439,4,0.05769984326018808,0.02,0.01,0.009111617312072893,439,4,0.09909560723514212,0.02,0.01,0.009111617312072893
C23C,465,4,0.008602150537634409,0.01,0.015,0.008602150537634409,465,4,0.010701149771197642,0.0,0.01,0.008602150537634409,465,4,0.03467890824803642,0.03,0.02,0.008602150537634409,465,4,0.02347325546987045,0.02,0.015,0.008602150537634409,465,4,0.009360741951160732,0.0,0.01,0.008602150537634409,465,4,0.01293103448275862,0.01,0.01,0.008602150537634409
F28F,196,4,0.02040816326530612,0.02,0.02040816326530612,0.02040816326530612,196,4,0.03831187993592086,0.02,0.02040816326530612,0.02040816326530612,196,4,0.022635722398437606,0.02,0.02040816326530612,0.02040816326530612,196,4,0.03468022245394508,0.03,0.02040816326530612,0.02040816326530612,196,4,0.023373308483915403,0.02,0.02040816326530612,0.02040816326530612,196,4,0.03857229623888257,0.04,0.02040816326530612,0.02040816326530612
F01B,225,4,0.017777777777777778,0.02,0.02,0.017777777777777778,225,4,0.026175371048108888,0.02,0.01,0.017777777777777778,225,4,0.015547468411838114,0.01,0.015,0.017777777777777778,225,4,0.01484603820145307,0.0,0.015,0.017777777777777778,225,4,0.040111852447496724,0.03,0.02,0.017777777777777778,225,4,0.018354875582520004,0.01,0.02,0.017777777777777778
B25G,139,3,0.02158273381294964,0.02,0.02158273381294964,0.02158273381294964,139,3,0.048644437167601993,0.03,0.02158273381294964,0.02158273381294964,139,3,0.0741145543125741,0.02,0.02158273381294964,0.02158273381294964,139,3,0.03905441570026762,0.03,0.02158273381294964,0.02158273381294964,139,3,0.041820362872994454,0.02,0.02158273381294964,0.02158273381294964,139,3,0.09536628761506924,0.03,0.02158273381294964,0.02158273381294964
B31B,129,3,0.023255813953488372,0.02,0.023255813953488372,0.023255813953488372,129,3,0.03751313768291697,0.02,0.023255813953488372,0.023255813953488372,129,3,0.016444930441649963,0.0,0.023255813953488372,0.023255813953488372,129,3,0.01825698848954663,0.01,0.023255813953488372,0.023255813953488372,129,3,0.09456975772765246,0.03,0.023255813953488372,0.023255813953488372,129,3,0.1821705426356589,0.02,0.023255813953488372,0.023255813953488372
G01C,298,3,0.010067114093959731,0.01,0.01,0.010067114093959731,298,3,0.03923273698221617,0.01,0.015,0.010067114093959731,298,3,0.008553948437150086,0.0,0.005,0.010067114093959731,298,3,0.010005323394116361,0.0,0.005,0.010067114093959731,298,3,0.02841357269141847,0.01,0.015,0.010067114093959731,298,3,0.010818785345463487,0.01,0.005,0.010067114093959731
G01G,267,3,0.011235955056179775,0.0,0.01,0.011235955056179775,267,3,0.014684022996043456,0.01,0.01,0.011235955056179775,267,3,0.013732589901374366,0.01,0.015,0.011235955056179775,267,3,0.01608978312262309,0.02,0.01,0.011235955056179775,267,3,0.014711047254150702,0.01,0.015,0.011235955056179775,267,3,0.01418546365914787,0.01,0.015,0.011235955056179775
B60D,95,3,0.031578947368421054,0.031578947368421054,0.031578947368421054,0.031578947368421054,95,3,0.10759242739617406,0.031578947368421054,0.031578947368421054,0.031578947368421054,95,3,0.05064661077319305,0.031578947368421054,0.031578947368421054,0.031578947368421054,95,3,0.04767174149196621,0.031578947368421054,0.031578947368421054,0.031578947368421054,95,3,0.07193538169147926,0.031578947368421054,0.031578947368421054,0.031578947368421054,95,3,0.08794326241134752,0.031578947368421054,0.031578947368421054,0.031578947368421054
B60J,324,3,0.009259259259259259,0.01,0.01,0.009259259259259259,324,3,0.010082652925549957,0.0,0.01,0.009259259259259259,324,3,0.0099619666618826,0.0,0.01,0.009259259259259259,324,3,0.017152182286281903,0.02,0.01,0.009259259259259259,324,3,0.013160107269696311,0.01,0.01,0.009259259259259259,324,3,0.00985524755576437,0.01,0.005,0.009259259259259259
B25C,113,3,0.02654867256637168,0.01,0.02654867256637168,0.02654867256637168,113,3,0.48739495798319327,0.03,0.02654867256637168,0.02654867256637168,113,3,0.24145299145299146,0.03,0.02654867256637168,0.02654867256637168,113,3,0.4042735042735043,0.03,0.02654867256637168,0.02654867256637168,113,3,0.19343891402714933,0.03,0.02654867256637168,0.02654867256637168,113,3,0.07773844641101278,0.02,0.02654867256637168,0.02654867256637168
B25B,482,3,0.006224066390041493,0.0,0.005,0.006224066390041493,482,3,0.0617852875917392,0.02,0.01,0.006224066390041493,482,3,0.0405363648191517,0.02,0.01,0.006224066390041493,482,3,0.018992821524467095,0.01,0.005,0.006224066390041493,482,3,0.04429718226388664,0.02,0.01,0.006224066390041493,482,3,0.05598304459182874,0.02,0.01,0.006224066390041493
G08C,166,3,0.018072289156626505,0.01,0.018072289156626505,0.018072289156626505,166,3,0.027269024595333195,0.02,0.018072289156626505,0.018072289156626505,166,3,0.04843437708194537,0.02,0.018072289156626505,0.018072289156626505,166,3,0.032251082251082246,0.02,0.018072289156626505,0.018072289156626505,166,3,0.13070436507936506,0.03,0.018072289156626505,0.018072289156626505,166,3,0.01733919806208963,0.01,0.018072289156626505,0.018072289156626505
G09F,408,3,0.007352941176470588,0.0,0.0,0.007352941176470588,408,3,0.006844314429621971,0.0,0.0,0.007352941176470588,408,3,0.007507359002789631,0.0,0.005,0.007352941176470588,408,3,0.0071121462533929375,0.0,0.005,0.007352941176470588,408,3,0.012119365730296115,0.01,0.01,0.007352941176470588,408,3,0.008362534491222724,0.01,0.005,0.007352941176470588
G03F,131,3,0.022900763358778626,0.02,0.022900763358778626,0.022900763358778626,131,3,0.3610877488085225,0.03,0.022900763358778626,0.022900763358778626,131,3,0.3473271560940841,0.01,0.022900763358778626,0.022900763358778626,131,3,0.3481112691639007,0.01,0.022900763358778626,0.022900763358778626,131,3,0.4629629629629629,0.03,0.022900763358778626,0.022900763358778626,131,3,0.035355874633317894,0.02,0.022900763358778626,0.022900763358778626
B07C,140,3,0.02142857142857143,0.02,0.02142857142857143,0.02142857142857143,140,3,0.18561872909698995,0.02,0.02142857142857143,0.02142857142857143,140,3,0.03784184010172711,0.03,0.02142857142857143,0.02142857142857143,140,3,0.037141577060931893,0.03,0.02142857142857143,0.02142857142857143,140,3,0.02187720773759462,0.02,0.02142857142857143,0.02142857142857143,140,3,0.01942945802038154,0.02,0.02142857142857143,0.02142857142857143
H01B,329,3,0.00911854103343465,0.01,0.005,0.00911854103343465,329,3,0.015311706610946883,0.01,0.01,0.00911854103343465,329,3,0.013718640034429509,0.0,0.015,0.00911854103343465,329,3,0.012233526101685308,0.0,0.01,0.00911854103343465,329,3,0.008360814812427717,0.0,0.005,0.00911854103343465,329,3,0.05382753012493531,0.02,0.015,0.00911854103343465
H01G,237,3,0.012658227848101266,0.0,0.015,0.012658227848101266,237,3,0.011830650500499017,0.01,0.01,0.012658227848101266,237,3,0.010518888652423574,0.0,0.01,0.012658227848101266,237,3,0.00945100810648785,0.0,0.01,0.012658227848101266,237,3,0.158312447786132,0.02,0.015,0.012658227848101266,237,3,0.013376537055500168,0.01,0.015,0.012658227848101266
H03G,102,3,0.029411764705882353,0.03,0.029411764705882353,0.029411764705882353,102,3,0.37794384057971014,0.03,0.029411764705882353,0.029411764705882353,102,3,0.14869281045751634,0.02,0.029411764705882353,0.029411764705882353,102,3,0.1111111111111111,0.03,0.029411764705882353,0.029411764705882353,102,3,0.12147525676937442,0.03,0.029411764705882353,0.029411764705882353,102,3,0.029411764705882353,0.03,0.029411764705882353,0.029411764705882353
A43B,307,3,0.009771986970684038,0.0,0.01,0.009771986970684038,307,3,0.011676337480692373,0.0,0.015,0.009771986970684038,307,3,0.011513600321188398,0.01,0.01,0.009771986970684038,307,3,0.014372310116990968,0.01,0.01,0.009771986970684038,307,3,0.009584372339323566,0.0,0.01,0.009771986970684038,307,3,0.009966777408637873,0.0,0.005,0.009771986970684038
A45F,139,3,0.02158273381294964,0.03,0.02158273381294964,0.02158273381294964,139,3,0.03268727373990532,0.03,0.02158273381294964,0.02158273381294964,139,3,0.05090622537431048,0.03,0.02158273381294964,0.02158273381294964,139,3,0.033941394139413945,0.02,0.02158273381294964,0.02158273381294964,139,3,0.10244565217391305,0.02,0.02158273381294964,0.02158273381294964,139,3,0.024340393905611296,0.03,0.02158273381294964,0.02158273381294964
A47G,381,3,0.007874015748031496,0.0,0.005,0.007874015748031496,381,3,0.006255592277097653,0.0,0.0,0.007874015748031496,381,3,0.012694179677101878,0.01,0.005,0.007874015748031496,381,3,0.009251840741125957,0.01,0.005,0.007874015748031496,381,3,0.007856910996475548,0.0,0.005,0.007874015748031496,381,3,0.00843401333597412,0.01,0.005,0.007874015748031496
B26D,278,3,0.01079136690647482,0.01,0.015,0.01079136690647482,278,3,0.09088436815709543,0.01,0.01,0.01079136690647482,278,3,0.028956963220070638,0.01,0.015,0.01079136690647482,278,3,0.019418676680752187,0.01,0.015,0.01079136690647482,278,3,0.025776436836183553,0.01,0.005,0.01079136690647482,278,3,0.014420819893083761,0.02,0.015,0.01079136690647482
B26B,254,3,0.011811023622047244,0.01,0.015,0.011811023622047244,254,3,0.023853615520282187,0.01,0.015,0.011811023622047244,254,3,0.35285121258466245,0.02,0.015,0.011811023622047244,254,3,0.0816179126038281,0.02,0.01,0.011811023622047244,254,3,0.03962937696279655,0.01,0.01,0.011811023622047244,254,3,0.013864896956684396,0.02,0.015,0.011811023622047244
B23D,161,3,0.018633540372670808,0.01,0.018633540372670808,0.018633540372670808,161,3,0.027812499999999997,0.02,0.018633540372670808,0.018633540372670808,161,3,0.0338659469185785,0.02,0.018633540372670808,0.018633540372670808,161,3,0.34635897435897434,0.01,0.018633540372670808,0.018633540372670808,161,3,0.029468272500102415,0.01,0.018633540372670808,0.018633540372670808,161,3,0.027755376344086022,0.02,0.018633540372670808,0.018633540372670808
B23Q,328,3,0.009146341463414634,0.02,0.01,0.009146341463414634,328,3,0.04542644117112202,0.02,0.01,0.009146341463414634,328,3,0.011953396151666278,0.01,0.01,0.009146341463414634,328,3,0.009848336565893817,0.0,0.005,0.009146341463414634,328,3,0.1230461922596754,0.02,0.01,0.009146341463414634,328,3,0.008499035519006803,0.0,0.01,0.009146341463414634
F41C,202,3,0.01485148514851485,0.02,0.015,0.01485148514851485,202,3,0.04073631047315258,0.03,0.015,0.01485148514851485,202,3,0.016186824123094225,0.01,0.015,0.01485148514851485,202,3,0.01592274816028793,0.01,0.015,0.01485148514851485,202,3,0.08923001949317738,0.03,0.015,0.01485148514851485,202,3,0.021322811778428433,0.02,0.015,0.01485148514851485
F26B,284,3,0.01056338028169014,0.02,0.015,0.01056338028169014,284,3,0.09131903882629284,0.02,0.01,0.01056338028169014,284,3,0.17724385528859432,0.01,0.015,0.01056338028169014,284,3,0.05424559245592456,0.02,0.01,0.01056338028169014,284,3,0.05744223847672124,0.02,0.015,0.01056338028169014,284,3,0.012275471142520613,0.01,0.015,0.01056338028169014
B44C,251,3,0.01195219123505976,0.02,0.015,0.01195219123505976,251,3,0.013501291989664084,0.01,0.01,0.01195219123505976,251,3,0.014699961285327138,0.02,0.01,0.01195219123505976,251,3,0.012249776869251456,0.0,0.01,0.01195219123505976,251,3,0.016155750390373196,0.01,0.015,0.01195219123505976,251,3,0.021543859649122806,0.02,0.015,0.01195219123505976
B60S,160,3,0.01875,0.01,0.01875,0.01875,160,3,0.057179987004548405,0.03,0.01875,0.01875,160,3,0.0334539897039897,0.03,0.01875,0.01875,160,3,0.1744047619047619,0.03,0.01875,0.01875,160,3,0.02009396472562617,0.02,0.01875,0.01875,160,3,0.025950891573195283,0.03,0.01875,0.01875
B61B,69,3,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,69,3,0.05271765271765272,0.043478260869565216,0.043478260869565216,0.043478260869565216,69,3,0.10509284794999081,0.043478260869565216,0.043478260869565216,0.043478260869565216,69,3,0.05811439234619828,0.043478260869565216,0.043478260869565216,0.043478260869565216,69,3,0.20643939393939392,0.043478260869565216,0.043478260869565216,0.043478260869565216,69,3,0.05893719806763285,0.043478260869565216,0.043478260869565216,0.043478260869565216
B60T,588,3,0.00510204081632653,0.0,0.0,0.004,588,3,0.06161953988040944,0.02,0.01,0.006,588,3,0.02332757248743307,0.01,0.005,0.006,588,3,0.014326186527679065,0.01,0.005,0.006,588,3,0.008368106968187733,0.0,0.005,0.006,588,3,0.020181605155243115,0.01,0.005,0.006
C07H,166,3,0.018072289156626505,0.02,0.018072289156626505,0.018072289156626505,166,3,0.017969541118989914,0.01,0.018072289156626505,0.018072289156626505,166,3,0.019695898161244698,0.01,0.018072289156626505,0.018072289156626505,166,3,0.02043072231751477,0.01,0.018072289156626505,0.018072289156626505,166,3,0.013702748957260135,0.0,0.018072289156626505,0.018072289156626505,166,3,0.017750677506775066,0.02,0.018072289156626505,0.018072289156626505
F02P,198,3,0.015151515151515152,0.02,0.015151515151515152,0.015151515151515152,198,3,0.29027777777777775,0.03,0.015151515151515152,0.015151515151515152,198,3,0.21001884877482963,0.02,0.015151515151515152,0.015151515151515152,198,3,0.047624221353034915,0.02,0.015151515151515152,0.015151515151515152,198,3,0.38388388388388384,0.03,0.015151515151515152,0.015151515151515152,198,3,0.02556818181818182,0.01,0.015151515151515152,0.015151515151515152
F02K,133,3,0.022556390977443608,0.03,0.022556390977443608,0.022556390977443608,133,3,0.1821705426356589,0.02,0.022556390977443608,0.022556390977443608,133,3,0.02600250626566416,0.03,0.022556390977443608,0.022556390977443608,133,3,0.03334475733516118,0.03,0.022556390977443608,0.022556390977443608,133,3,0.08202136305584581,0.02,0.022556390977443608,0.022556390977443608,133,3,0.038294711824123584,0.03,0.022556390977443608,0.022556390977443608
C08B,86,3,0.03488372093023256,0.03488372093023256,0.03488372093023256,0.03488372093023256,86,3,0.03717048534121705,0.03488372093023256,0.03488372093023256,0.03488372093023256,86,3,0.0422641073080481,0.03488372093023256,0.03488372093023256,0.03488372093023256,86,3,0.04353315766359245,0.03488372093023256,0.03488372093023256,0.03488372093023256,86,3,0.07173287745576902,0.03488372093023256,0.03488372093023256,0.03488372093023256,86,3,0.08956228956228957,0.03488372093023256,0.03488372093023256,0.03488372093023256
B64D,181,3,0.016574585635359115,0.02,0.016574585635359115,0.016574585635359115,181,3,0.015566160803583078,0.0,0.016574585635359115,0.016574585635359115,181,3,0.01429624481371496,0.01,0.016574585635359115,0.016574585635359115,181,3,0.018932986337020168,0.01,0.016574585635359115,0.016574585635359115,181,3,0.01291956482967719,0.01,0.016574585635359115,0.016574585635359115,181,3,0.04971678107037223,0.02,0.016574585635359115,0.016574585635359115
B67D,338,3,0.008875739644970414,0.01,0.005,0.008875739644970414,338,3,0.008281116864390115,0.0,0.005,0.008875739644970414,338,3,0.00808098660696752,0.0,0.005,0.008875739644970414,338,3,0.008700926248885788,0.0,0.01,0.008875739644970414,338,3,0.007582256294031058,0.0,0.005,0.008875739644970414,338,3,0.009446030722626467,0.01,0.005,0.008875739644970414
B67B,126,3,0.023809523809523808,0.03,0.023809523809523808,0.023809523809523808,126,3,0.0928553267226036,0.03,0.023809523809523808,0.023809523809523808,126,3,0.03824503120277768,0.03,0.023809523809523808,0.023809523809523808,126,3,0.03611528822055138,0.03,0.023809523809523808,0.023809523809523808,126,3,0.07467704162574601,0.03,0.023809523809523808,0.023809523809523808,126,3,0.04603174603174603,0.02,0.023809523809523808,0.023809523809523808
B66C,237,3,0.012658227848101266,0.02,0.015,0.012658227848101266,237,3,0.028414670465887505,0.02,0.01,0.012658227848101266,237,3,0.018820450885668277,0.02,0.015,0.012658227848101266,237,3,0.02791758215987849,0.02,0.015,0.012658227848101266,237,3,0.01559847275959808,0.01,0.01,0.012658227848101266,237,3,0.020497450737219237,0.02,0.015,0.012658227848101266
F24J,94,3,0.031914893617021274,0.031914893617021274,0.031914893617021274,0.031914893617021274,94,3,0.04403393541324576,0.031914893617021274,0.031914893617021274,0.031914893617021274,94,3,0.21564327485380116,0.031914893617021274,0.031914893617021274,0.031914893617021274,94,3,0.07701155527242483,0.031914893617021274,0.031914893617021274,0.031914893617021274,94,3,0.1055052790346908,0.031914893617021274,0.031914893617021274,0.031914893617021274,94,3,0.03299962921764924,0.031914893617021274,0.031914893617021274,0.031914893617021274
F27D,109,3,0.027522935779816515,0.03,0.027522935779816515,0.027522935779816515,109,3,0.04900257050794685,0.03,0.027522935779816515,0.027522935779816515,109,3,0.07021103896103896,0.03,0.027522935779816515,0.027522935779816515,109,3,0.20535714285714285,0.03,0.027522935779816515,0.027522935779816515,109,3,0.05302471865939358,0.03,0.027522935779816515,0.027522935779816515,109,3,0.027290448343079924,0.03,0.027522935779816515,0.027522935779816515
F27B,152,3,0.019736842105263157,0.03,0.019736842105263157,0.019736842105263157,152,3,0.023522747019775483,0.02,0.019736842105263157,0.019736842105263157,152,3,0.029704870896333148,0.03,0.019736842105263157,0.019736842105263157,152,3,0.02095928387721701,0.03,0.019736842105263157,0.019736842105263157,152,3,0.017108435201585132,0.0,0.019736842105263157,0.019736842105263157,152,3,0.02,0.02,0.019736842105263157,0.019736842105263157
C10J,75,3,0.04,0.04,0.04,0.04,75,3,0.14659197012138186,0.04,0.04,0.04,75,3,0.03701219663660978,0.04,0.04,0.04,75,3,0.1353470741530443,0.04,0.04,0.04,75,3,0.4074074074074074,0.04,0.04,0.04,75,3,0.04,0.04,0.04,0.04
C21D,195,3,0.015384615384615385,0.01,0.015384615384615385,0.015384615384615385,195,3,0.032319213353696113,0.02,0.015384615384615385,0.015384615384615385,195,3,0.18940568475452196,0.03,0.015384615384615385,0.015384615384615385,195,3,0.03028322998342985,0.01,0.015384615384615385,0.015384615384615385,195,3,0.2138157894736842,0.03,0.015384615384615385,0.015384615384615385,195,3,0.015384615384615385,0.01,0.015384615384615385,0.015384615384615385
C09J,98,3,0.030612244897959183,0.030612244897959183,0.030612244897959183,0.030612244897959183,98,3,0.05852255174544331,0.030612244897959183,0.030612244897959183,0.030612244897959183,98,3,0.08567821067821069,0.030612244897959183,0.030612244897959183,0.030612244897959183,98,3,0.047908232118758436,0.030612244897959183,0.030612244897959183,0.030612244897959183,98,3,0.37444655281467426,0.030612244897959183,0.030612244897959183,0.030612244897959183,98,3,0.029180093089867527,0.030612244897959183,0.030612244897959183,0.030612244897959183
C09B,247,3,0.012145748987854251,0.02,0.015,0.012145748987854251,247,3,0.021363049095607236,0.02,0.015,0.012145748987854251,247,3,0.030171282232615948,0.02,0.01,0.012145748987854251,247,3,0.015365401396160558,0.01,0.015,0.012145748987854251,247,3,0.1238359023763648,0.02,0.015,0.012145748987854251,247,3,0.0497638326585695,0.01,0.015,0.012145748987854251
C30B,98,3,0.030612244897959183,0.030612244897959183,0.030612244897959183,0.030612244897959183,98,3,0.06111321948134092,0.030612244897959183,0.030612244897959183,0.030612244897959183,98,3,0.07342995169082125,0.030612244897959183,0.030612244897959183,0.030612244897959183,98,3,0.03701531443466927,0.030612244897959183,0.030612244897959183,0.030612244897959183,98,3,0.03421149886489625,0.030612244897959183,0.030612244897959183,0.030612244897959183,98,3,0.031035223367697595,0.030612244897959183,0.030612244897959183,0.030612244897959183
F01C,83,3,0.03614457831325301,0.03614457831325301,0.03614457831325301,0.03614457831325301,83,3,0.035340962031213605,0.03614457831325301,0.03614457831325301,0.03614457831325301,83,3,0.05708333333333333,0.03614457831325301,0.03614457831325301,0.03614457831325301,83,3,0.03977186048124263,0.03614457831325301,0.03614457831325301,0.03614457831325301,83,3,0.06401821862348178,0.03614457831325301,0.03614457831325301,0.03614457831325301,83,3,0.07001920726383795,0.03614457831325301,0.03614457831325301,0.03614457831325301
F01K,73,3,0.0410958904109589,0.0410958904109589,0.0410958904109589,0.0410958904109589,73,3,0.03859126984126984,0.0410958904109589,0.0410958904109589,0.0410958904109589,73,3,0.07346656611362494,0.0410958904109589,0.0410958904109589,0.0410958904109589,73,3,0.03665123456790123,0.0410958904109589,0.0410958904109589,0.0410958904109589,73,3,0.06942668371696505,0.0410958904109589,0.0410958904109589,0.0410958904109589,73,3,0.05120678408349641,0.0410958904109589,0.0410958904109589,0.0410958904109589
F01L,306,3,0.00980392156862745,0.01,0.01,0.00980392156862745,306,3,0.018276859486265982,0.01,0.01,0.00980392156862745,306,3,0.00978951408457817,0.0,0.01,0.00980392156862745,306,3,0.01051828746567154,0.0,0.01,0.00980392156862745,306,3,0.008847071551225605,0.0,0.005,0.00980392156862745,306,3,0.04,0.01,0.005,0.00980392156862745
F02D,374,3,0.008021390374331552,0.0,0.005,0.008021390374331552,374,3,0.007284807533888076,0.0,0.005,0.008021390374331552,374,3,0.00956903481491524,0.0,0.01,0.008021390374331552,374,3,0.010059359330251753,0.0,0.005,0.008021390374331552,374,3,0.007982295482295483,0.0,0.005,0.008021390374331552,374,3,0.007433228033592174,0.0,0.005,0.008021390374331552
E05F,180,3,0.016666666666666666,0.02,0.016666666666666666,0.016666666666666666,180,3,0.19002849002849,0.02,0.016666666666666666,0.016666666666666666,180,3,0.02898140571012911,0.02,0.016666666666666666,0.016666666666666666,180,3,0.044432719792696286,0.02,0.016666666666666666,0.016666666666666666,180,3,0.03816526610644258,0.02,0.016666666666666666,0.016666666666666666,180,3,0.03276643990929705,0.03,0.016666666666666666,0.016666666666666666
D02G,167,3,0.017964071856287425,0.01,0.017964071856287425,0.017964071856287425,167,3,0.023659007698633456,0.02,0.017964071856287425,0.017964071856287425,167,3,0.04538461538461538,0.02,0.017964071856287425,0.017964071856287425,167,3,0.021364371364371363,0.02,0.017964071856287425,0.017964071856287425,167,3,0.08551307847082495,0.03,0.017964071856287425,0.017964071856287425,167,3,0.023423921387993242,0.02,0.017964071856287425,0.017964071856287425
D06F,133,3,0.022556390977443608,0.02,0.022556390977443608,0.022556390977443608,133,3,0.040638297872340426,0.03,0.022556390977443608,0.022556390977443608,133,3,0.04970899470899471,0.03,0.022556390977443608,0.022556390977443608,133,3,0.03927845528455284,0.03,0.022556390977443608,0.022556390977443608,133,3,0.022922236651134367,0.02,0.022556390977443608,0.022556390977443608,133,3,0.022556390977443608,0.01,0.022556390977443608,0.022556390977443608
E05D,252,3,0.011904761904761904,0.01,0.01,0.011904761904761904,252,3,0.06430849851902483,0.01,0.01,0.011904761904761904,252,3,0.03079161176987264,0.02,0.015,0.011904761904761904,252,3,0.025569012493354595,0.02,0.015,0.011904761904761904,252,3,0.047549019607843135,0.02,0.015,0.011904761904761904,252,3,0.014172839506172841,0.01,0.015,0.011904761904761904
