ipc_subclass,bi_count,bi_psb_count,bi_average_precision,bi_precision@100,bi_precision@200,bi_precision@500,q35_count,q35_psb_count,q35_average_precision,q35_precision@100,q35_precision@200,q35_precision@500,rf_count,rf_psb_count,rf_average_precision,rf_precision@100,rf_precision@200,rf_precision@500,xgb_count,xgb_psb_count,xgb_average_precision,xgb_precision@100,xgb_precision@200,xgb_precision@500,beauty_count,beauty_psb_count,beauty_average_precision,beauty_precision@100,beauty_precision@200,beauty_precision@500
B05D,1158,1,0.0008635578583765112,0.0,0.0,0.0,1158,1,0.0008680555555555555,0.0,0.0,0.0,1158,1,0.0013123359580052493,0.0,0.0,0.0,1158,1,0.0008726003490401396,0.0,0.0,0.0,1158,1,1.0,0.01,0.005,0.002
G21F,115,1,0.008695652173913044,0.01,0.008695652173913044,0.008695652173913044,115,1,0.09090909090909091,0.01,0.008695652173913044,0.008695652173913044,115,1,0.020833333333333332,0.01,0.008695652173913044,0.008695652173913044,115,1,0.3333333333333333,0.01,0.008695652173913044,0.008695652173913044,115,1,1.0,0.01,0.008695652173913044,0.008695652173913044
G21C,495,1,0.00202020202020202,0.0,0.005,0.00202020202020202,495,1,0.005681818181818182,0.0,0.005,0.00202020202020202,495,1,0.1,0.01,0.005,0.00202020202020202,495,1,0.015625,0.01,0.005,0.00202020202020202,495,1,1.0,0.01,0.005,0.00202020202020202
A45D,204,1,0.004901960784313725,0.0,0.005,0.004901960784313725,204,1,0.09090909090909091,0.01,0.005,0.004901960784313725,204,1,0.5,0.01,0.005,0.004901960784313725,204,1,1.0,0.01,0.005,0.004901960784313725,204,1,1.0,0.01,0.005,0.004901960784313725
H01C,193,1,0.0051813471502590676,0.01,0.0051813471502590676,0.0051813471502590676,193,1,0.02040816326530612,0.01,0.0051813471502590676,0.0051813471502590676,193,1,0.008620689655172414,0.0,0.0051813471502590676,0.0051813471502590676,193,1,0.008064516129032258,0.0,0.0051813471502590676,0.0051813471502590676,193,1,1.0,0.01,0.0051813471502590676,0.0051813471502590676
H04J,526,1,0.0019011406844106464,0.0,0.005,0.002,526,1,0.0049261083743842365,0.0,0.0,0.002,526,1,0.009523809523809525,0.0,0.005,0.002,526,1,0.018867924528301886,0.01,0.005,0.002,526,1,1.0,0.01,0.005,0.002
A45B,63,1,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.015873015873015872,63,1,0.023809523809523808,0.015873015873015872,0.015873015873015872,0.015873015873015872,63,1,0.027777777777777776,0.015873015873015872,0.015873015873015872,0.015873015873015872,63,1,0.022222222222222223,0.015873015873015872,0.015873015873015872,0.015873015873015872,63,1,1.0,0.015873015873015872,0.015873015873015872,0.015873015873015872
H04Q,498,1,0.002008032128514056,0.0,0.005,0.002008032128514056,498,1,0.0625,0.01,0.005,0.002008032128514056,498,1,0.03225806451612903,0.01,0.005,0.002008032128514056,498,1,0.07142857142857142,0.01,0.005,0.002008032128514056,498,1,1.0,0.01,0.005,0.002008032128514056
A24C,86,1,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,86,1,0.5,0.011627906976744186,0.011627906976744186,0.011627906976744186,86,1,0.1111111111111111,0.011627906976744186,0.011627906976744186,0.011627906976744186,86,1,0.05263157894736842,0.011627906976744186,0.011627906976744186,0.011627906976744186,86,1,1.0,0.011627906976744186,0.011627906976744186,0.011627906976744186
H04R,322,1,0.003105590062111801,0.0,0.0,0.003105590062111801,322,1,0.005291005291005291,0.0,0.005,0.003105590062111801,322,1,0.004,0.0,0.0,0.003105590062111801,322,1,0.00392156862745098,0.0,0.0,0.003105590062111801,322,1,1.0,0.01,0.005,0.003105590062111801
H05B,1023,1,0.0009775171065493646,0.0,0.0,0.0,1023,1,0.0014104372355430183,0.0,0.0,0.0,1023,1,0.005555555555555556,0.0,0.005,0.002,1023,1,0.002702702702702703,0.0,0.0,0.002,1023,1,1.0,0.01,0.005,0.002
A23P,57,1,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,57,1,0.029411764705882353,0.017543859649122806,0.017543859649122806,0.017543859649122806,57,1,0.038461538461538464,0.017543859649122806,0.017543859649122806,0.017543859649122806,57,1,0.034482758620689655,0.017543859649122806,0.017543859649122806,0.017543859649122806,57,1,1.0,0.017543859649122806,0.017543859649122806,0.017543859649122806
G01K,185,1,0.005405405405405406,0.01,0.005405405405405406,0.005405405405405406,185,1,0.005434782608695652,0.0,0.005405405405405406,0.005405405405405406,185,1,0.00546448087431694,0.0,0.005405405405405406,0.005405405405405406,185,1,0.005434782608695652,0.0,0.005405405405405406,0.005405405405405406,185,1,1.0,0.01,0.005405405405405406,0.005405405405405406
G01G,267,1,0.003745318352059925,0.0,0.005,0.003745318352059925,267,1,0.005649717514124294,0.0,0.005,0.003745318352059925,267,1,0.0044444444444444444,0.0,0.0,0.003745318352059925,267,1,0.0051813471502590676,0.0,0.005,0.003745318352059925,267,1,1.0,0.01,0.005,0.003745318352059925
G01F,557,1,0.0017953321364452424,0.0,0.0,0.002,557,1,0.02564102564102564,0.01,0.005,0.002,557,1,0.0036363636363636364,0.0,0.0,0.002,557,1,0.006211180124223602,0.0,0.005,0.002,557,1,1.0,0.01,0.005,0.002
F42C,81,1,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.012345679012345678,81,1,0.045454545454545456,0.012345679012345678,0.012345679012345678,0.012345679012345678,81,1,0.3333333333333333,0.012345679012345678,0.012345679012345678,0.012345679012345678,81,1,0.5,0.012345679012345678,0.012345679012345678,0.012345679012345678,81,1,1.0,0.012345679012345678,0.012345679012345678,0.012345679012345678
B31B,129,1,0.007751937984496124,0.01,0.007751937984496124,0.007751937984496124,129,1,0.04,0.01,0.007751937984496124,0.007751937984496124,129,1,0.0136986301369863,0.01,0.007751937984496124,0.007751937984496124,129,1,0.038461538461538464,0.01,0.007751937984496124,0.007751937984496124,129,1,1.0,0.01,0.007751937984496124,0.007751937984496124
F41G,87,1,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.011494252873563218,87,1,0.09090909090909091,0.011494252873563218,0.011494252873563218,0.011494252873563218,87,1,1.0,0.011494252873563218,0.011494252873563218,0.011494252873563218,87,1,0.2,0.011494252873563218,0.011494252873563218,0.011494252873563218,87,1,1.0,0.011494252873563218,0.011494252873563218,0.011494252873563218
B29B,114,1,0.008771929824561403,0.01,0.008771929824561403,0.008771929824561403,114,1,0.09090909090909091,0.01,0.008771929824561403,0.008771929824561403,114,1,0.009259259259259259,0.0,0.008771929824561403,0.008771929824561403,114,1,0.008928571428571428,0.0,0.008771929824561403,0.008771929824561403,114,1,1.0,0.01,0.008771929824561403,0.008771929824561403
B30B,175,1,0.005714285714285714,0.01,0.005714285714285714,0.005714285714285714,175,1,0.005747126436781609,0.0,0.005714285714285714,0.005714285714285714,175,1,0.006211180124223602,0.0,0.005714285714285714,0.005714285714285714,175,1,0.005988023952095809,0.0,0.005714285714285714,0.005714285714285714,175,1,1.0,0.01,0.005714285714285714,0.005714285714285714
B26D,278,1,0.0035971223021582736,0.0,0.005,0.0035971223021582736,278,1,0.025,0.01,0.005,0.0035971223021582736,278,1,0.014492753623188406,0.01,0.005,0.0035971223021582736,278,1,0.007751937984496124,0.0,0.005,0.0035971223021582736,278,1,1.0,0.01,0.005,0.0035971223021582736
B26F,88,1,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,0.2,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,0.2,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,0.3333333333333333,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,1.0,0.011363636363636364,0.011363636363636364,0.011363636363636364
B28C,51,1,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,51,1,0.02564102564102564,0.0196078431372549,0.0196078431372549,0.0196078431372549,51,1,0.02702702702702703,0.0196078431372549,0.0196078431372549,0.0196078431372549,51,1,0.05263157894736842,0.0196078431372549,0.0196078431372549,0.0196078431372549,51,1,1.0,0.0196078431372549,0.0196078431372549,0.0196078431372549
B27B,158,1,0.006329113924050633,0.01,0.006329113924050633,0.006329113924050633,158,1,0.05263157894736842,0.01,0.006329113924050633,0.006329113924050633,158,1,0.00819672131147541,0.0,0.006329113924050633,0.006329113924050633,158,1,0.014492753623188406,0.01,0.006329113924050633,0.006329113924050633,158,1,1.0,0.01,0.006329113924050633,0.006329113924050633
B25J,174,1,0.005747126436781609,0.0,0.005747126436781609,0.005747126436781609,174,1,0.010638297872340425,0.01,0.005747126436781609,0.005747126436781609,174,1,0.01639344262295082,0.01,0.005747126436781609,0.005747126436781609,174,1,0.02564102564102564,0.01,0.005747126436781609,0.005747126436781609,174,1,1.0,0.01,0.005747126436781609,0.005747126436781609
B25B,482,1,0.002074688796680498,0.0,0.005,0.002074688796680498,482,1,0.037037037037037035,0.01,0.005,0.002074688796680498,482,1,0.011494252873563218,0.01,0.005,0.002074688796680498,482,1,0.010416666666666666,0.01,0.005,0.002074688796680498,482,1,1.0,0.01,0.005,0.002074688796680498
B25C,113,1,0.008849557522123894,0.0,0.008849557522123894,0.008849557522123894,113,1,0.016666666666666666,0.01,0.008849557522123894,0.008849557522123894,113,1,0.015384615384615385,0.01,0.008849557522123894,0.008849557522123894,113,1,0.03125,0.01,0.008849557522123894,0.008849557522123894,113,1,1.0,0.01,0.008849557522123894,0.008849557522123894
B03B,56,1,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.017857142857142856,56,1,0.034482758620689655,0.017857142857142856,0.017857142857142856,0.017857142857142856,56,1,0.02127659574468085,0.017857142857142856,0.017857142857142856,0.017857142857142856,56,1,0.024390243902439025,0.017857142857142856,0.017857142857142856,0.017857142857142856,56,1,1.0,0.017857142857142856,0.017857142857142856,0.017857142857142856
G03H,54,1,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,54,1,0.02631578947368421,0.018518518518518517,0.018518518518518517,0.018518518518518517,54,1,0.021739130434782608,0.018518518518518517,0.018518518518518517,0.018518518518518517,54,1,0.02857142857142857,0.018518518518518517,0.018518518518518517,0.018518518518518517,54,1,1.0,0.018518518518518517,0.018518518518518517,0.018518518518518517
G05B,424,1,0.0023584905660377358,0.01,0.005,0.0023584905660377358,424,1,0.004405286343612335,0.0,0.0,0.0023584905660377358,424,1,0.0030581039755351682,0.0,0.0,0.0023584905660377358,424,1,0.0034482758620689655,0.0,0.0,0.0023584905660377358,424,1,1.0,0.01,0.005,0.0023584905660377358
G04F,51,1,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,51,1,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,51,1,0.023255813953488372,0.0196078431372549,0.0196078431372549,0.0196078431372549,51,1,0.025,0.0196078431372549,0.0196078431372549,0.0196078431372549,51,1,1.0,0.0196078431372549,0.0196078431372549,0.0196078431372549
B24B,403,1,0.0024813895781637717,0.0,0.0,0.0024813895781637717,403,1,0.008928571428571428,0.0,0.005,0.0024813895781637717,403,1,0.003367003367003367,0.0,0.0,0.0024813895781637717,403,1,0.02,0.01,0.005,0.0024813895781637717,403,1,1.0,0.01,0.005,0.0024813895781637717
B23D,161,1,0.006211180124223602,0.01,0.006211180124223602,0.006211180124223602,161,1,0.022727272727272728,0.01,0.006211180124223602,0.006211180124223602,161,1,0.030303030303030304,0.01,0.006211180124223602,0.006211180124223602,161,1,0.01639344262295082,0.01,0.006211180124223602,0.006211180124223602,161,1,1.0,0.01,0.006211180124223602,0.006211180124223602
F16G,171,1,0.005847953216374269,0.01,0.005847953216374269,0.005847953216374269,171,1,0.009900990099009901,0.0,0.005847953216374269,0.005847953216374269,171,1,0.012658227848101266,0.01,0.005847953216374269,0.005847953216374269,171,1,0.008771929824561403,0.0,0.005847953216374269,0.005847953216374269,171,1,1.0,0.01,0.005847953216374269,0.005847953216374269
B60T,588,1,0.0017006802721088435,0.0,0.0,0.002,588,1,0.0017605633802816902,0.0,0.0,0.0,588,1,0.0019157088122605363,0.0,0.0,0.0,588,1,0.0022123893805309734,0.0,0.0,0.002,588,1,1.0,0.01,0.005,0.002
B60R,650,1,0.0015384615384615385,0.01,0.005,0.002,650,1,0.008771929824561403,0.0,0.005,0.002,650,1,0.0032679738562091504,0.0,0.0,0.002,650,1,0.008771929824561403,0.0,0.005,0.002,650,1,1.0,0.01,0.005,0.002
F24H,129,1,0.007751937984496124,0.01,0.007751937984496124,0.007751937984496124,129,1,0.019230769230769232,0.01,0.007751937984496124,0.007751937984496124,129,1,0.01818181818181818,0.01,0.007751937984496124,0.007751937984496124,129,1,0.025,0.01,0.007751937984496124,0.007751937984496124,129,1,1.0,0.01,0.007751937984496124,0.007751937984496124
F25D,270,1,0.003703703703703704,0.01,0.005,0.003703703703703704,270,1,0.004545454545454545,0.0,0.0,0.003703703703703704,270,1,0.004366812227074236,0.0,0.0,0.003703703703703704,270,1,0.00558659217877095,0.0,0.005,0.003703703703703704,270,1,1.0,0.01,0.005,0.003703703703703704
F27B,152,1,0.006578947368421052,0.01,0.006578947368421052,0.006578947368421052,152,1,0.02127659574468085,0.01,0.006578947368421052,0.006578947368421052,152,1,0.02040816326530612,0.01,0.006578947368421052,0.006578947368421052,152,1,0.011904761904761904,0.01,0.006578947368421052,0.006578947368421052,152,1,1.0,0.01,0.006578947368421052,0.006578947368421052
F25J,128,1,0.0078125,0.01,0.0078125,0.0078125,128,1,0.017241379310344827,0.01,0.0078125,0.0078125,128,1,0.25,0.01,0.0078125,0.0078125,128,1,0.03333333333333333,0.01,0.0078125,0.0078125,128,1,1.0,0.01,0.0078125,0.0078125
G01P,171,1,0.005847953216374269,0.01,0.005847953216374269,0.005847953216374269,171,1,0.021739130434782608,0.01,0.005847953216374269,0.005847953216374269,171,1,0.043478260869565216,0.01,0.005847953216374269,0.005847953216374269,171,1,0.025,0.01,0.005847953216374269,0.005847953216374269,171,1,1.0,0.01,0.005847953216374269,0.005847953216374269
F23Q,72,1,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,72,1,0.047619047619047616,0.013888888888888888,0.013888888888888888,0.013888888888888888,72,1,0.05263157894736842,0.013888888888888888,0.013888888888888888,0.013888888888888888,72,1,0.03571428571428571,0.013888888888888888,0.013888888888888888,0.013888888888888888,72,1,1.0,0.013888888888888888,0.013888888888888888,0.013888888888888888
B41M,338,1,0.0029585798816568047,0.01,0.005,0.0029585798816568047,338,1,0.0072992700729927005,0.0,0.005,0.0029585798816568047,338,1,0.006896551724137931,0.0,0.005,0.0029585798816568047,338,1,0.007352941176470588,0.0,0.005,0.0029585798816568047,338,1,1.0,0.01,0.005,0.0029585798816568047
G01M,409,1,0.0024449877750611247,0.0,0.005,0.0024449877750611247,409,1,0.002717391304347826,0.0,0.0,0.0024449877750611247,409,1,0.0125,0.01,0.005,0.0024449877750611247,409,1,0.0026109660574412533,0.0,0.0,0.0024449877750611247,409,1,1.0,0.01,0.005,0.0024449877750611247
F16M,327,1,0.0030581039755351682,0.0,0.005,0.0030581039755351682,327,1,0.006622516556291391,0.0,0.005,0.0030581039755351682,327,1,0.004273504273504274,0.0,0.0,0.0030581039755351682,327,1,0.01098901098901099,0.01,0.005,0.0030581039755351682,327,1,1.0,0.01,0.005,0.0030581039755351682
F16L,983,1,0.001017293997965412,0.0,0.005,0.002,983,1,0.0015527950310559005,0.0,0.0,0.0,983,1,0.0015313935681470138,0.0,0.0,0.0,983,1,0.001834862385321101,0.0,0.0,0.0,983,1,1.0,0.01,0.005,0.002
F16K,1136,1,0.0008802816901408451,0.0,0.0,0.0,1136,1,0.0014947683109118087,0.0,0.0,0.0,1136,1,0.0009891196834817012,0.0,0.0,0.0,1136,1,0.002109704641350211,0.0,0.0,0.002,1136,1,1.0,0.01,0.005,0.002
F16J,380,1,0.002631578947368421,0.0,0.005,0.002631578947368421,380,1,0.004651162790697674,0.0,0.0,0.002631578947368421,380,1,0.007407407407407408,0.0,0.005,0.002631578947368421,380,1,0.005952380952380952,0.0,0.005,0.002631578947368421,380,1,1.0,0.01,0.005,0.002631578947368421
B63B,451,1,0.0022172949002217295,0.0,0.0,0.0022172949002217295,451,1,0.005050505050505051,0.0,0.005,0.0022172949002217295,451,1,0.0033112582781456954,0.0,0.0,0.0022172949002217295,451,1,0.004032258064516129,0.0,0.0,0.0022172949002217295,451,1,1.0,0.01,0.005,0.0022172949002217295
B62K,127,1,0.007874015748031496,0.01,0.007874015748031496,0.007874015748031496,127,1,0.013157894736842105,0.01,0.007874015748031496,0.007874015748031496,127,1,0.021739130434782608,0.01,0.007874015748031496,0.007874015748031496,127,1,0.009259259259259259,0.0,0.007874015748031496,0.007874015748031496,127,1,1.0,0.01,0.007874015748031496,0.007874015748031496
B62B,228,1,0.0043859649122807015,0.01,0.005,0.0043859649122807015,228,1,0.013333333333333334,0.01,0.005,0.0043859649122807015,228,1,0.022727272727272728,0.01,0.005,0.0043859649122807015,228,1,0.01282051282051282,0.01,0.005,0.0043859649122807015,228,1,1.0,0.01,0.005,0.0043859649122807015
B61B,69,1,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,69,1,0.02127659574468085,0.014492753623188406,0.014492753623188406,0.014492753623188406,69,1,0.038461538461538464,0.014492753623188406,0.014492753623188406,0.014492753623188406,69,1,0.06666666666666667,0.014492753623188406,0.014492753623188406,0.014492753623188406,69,1,1.0,0.014492753623188406,0.014492753623188406,0.014492753623188406
B65C,55,1,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,55,1,0.02564102564102564,0.01818181818181818,0.01818181818181818,0.01818181818181818,55,1,0.03571428571428571,0.01818181818181818,0.01818181818181818,0.01818181818181818,55,1,0.03225806451612903,0.01818181818181818,0.01818181818181818,0.01818181818181818,55,1,1.0,0.01818181818181818,0.01818181818181818,0.01818181818181818
B65B,957,1,0.0010449320794148381,0.0,0.0,0.002,957,1,0.0012165450121654502,0.0,0.0,0.0,957,1,0.0017761989342806395,0.0,0.0,0.0,957,1,0.001199040767386091,0.0,0.0,0.0,957,1,1.0,0.01,0.005,0.002
B65G,1253,1,0.0007980845969672786,0.0,0.0,0.0,1253,1,0.0014492753623188406,0.0,0.0,0.0,1253,1,0.009259259259259259,0.0,0.005,0.002,1253,1,0.016666666666666666,0.01,0.005,0.002,1253,1,1.0,0.01,0.005,0.002
F17C,58,1,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,58,1,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,58,1,0.022222222222222223,0.017241379310344827,0.017241379310344827,0.017241379310344827,58,1,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,58,1,1.0,0.017241379310344827,0.017241379310344827,0.017241379310344827
B64D,181,1,0.0055248618784530384,0.0,0.0055248618784530384,0.0055248618784530384,181,1,0.005917159763313609,0.0,0.0055248618784530384,0.0055248618784530384,181,1,0.0056179775280898875,0.0,0.0055248618784530384,0.0055248618784530384,181,1,0.005555555555555556,0.0,0.0055248618784530384,0.0055248618784530384,181,1,1.0,0.01,0.0055248618784530384,0.0055248618784530384
B64G,91,1,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.01098901098901099,91,1,0.047619047619047616,0.01098901098901099,0.01098901098901099,0.01098901098901099,91,1,0.01639344262295082,0.01098901098901099,0.01098901098901099,0.01098901098901099,91,1,0.038461538461538464,0.01098901098901099,0.01098901098901099,0.01098901098901099,91,1,1.0,0.01098901098901099,0.01098901098901099,0.01098901098901099
F23C,52,1,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,52,1,0.14285714285714285,0.019230769230769232,0.019230769230769232,0.019230769230769232,52,1,0.05263157894736842,0.019230769230769232,0.019230769230769232,0.019230769230769232,52,1,0.06666666666666667,0.019230769230769232,0.019230769230769232,0.019230769230769232,52,1,1.0,0.019230769230769232,0.019230769230769232,0.019230769230769232
F23G,78,1,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,78,1,0.16666666666666666,0.01282051282051282,0.01282051282051282,0.01282051282051282,78,1,0.04,0.01282051282051282,0.01282051282051282,0.01282051282051282,78,1,0.1111111111111111,0.01282051282051282,0.01282051282051282,0.01282051282051282,78,1,1.0,0.01282051282051282,0.01282051282051282,0.01282051282051282
C02F,528,1,0.001893939393939394,0.0,0.005,0.002,528,1,0.002551020408163265,0.0,0.0,0.002,528,1,0.03225806451612903,0.01,0.005,0.002,528,1,0.00205761316872428,0.0,0.0,0.002,528,1,1.0,0.01,0.005,0.002
C01B,587,1,0.0017035775127768314,0.0,0.0,0.0,587,1,0.004484304932735426,0.0,0.0,0.002,587,1,0.00510204081632653,0.0,0.005,0.002,587,1,0.006172839506172839,0.0,0.005,0.002,587,1,1.0,0.01,0.005,0.002
B67B,126,1,0.007936507936507936,0.01,0.007936507936507936,0.007936507936507936,126,1,0.037037037037037035,0.01,0.007936507936507936,0.007936507936507936,126,1,0.009615384615384616,0.0,0.007936507936507936,0.007936507936507936,126,1,0.027777777777777776,0.01,0.007936507936507936,0.007936507936507936,126,1,1.0,0.01,0.007936507936507936,0.007936507936507936
B66D,56,1,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.017857142857142856,56,1,0.022727272727272728,0.017857142857142856,0.017857142857142856,0.017857142857142856,56,1,0.023809523809523808,0.017857142857142856,0.017857142857142856,0.017857142857142856,56,1,0.0196078431372549,0.017857142857142856,0.017857142857142856,0.017857142857142856,56,1,1.0,0.017857142857142856,0.017857142857142856,0.017857142857142856
B66C,237,1,0.004219409282700422,0.01,0.005,0.004219409282700422,237,1,0.005649717514124294,0.0,0.005,0.004219409282700422,237,1,0.005747126436781609,0.0,0.005,0.004219409282700422,237,1,0.00510204081632653,0.0,0.005,0.004219409282700422,237,1,1.0,0.01,0.005,0.004219409282700422
C06B,78,1,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,78,1,0.013888888888888888,0.01282051282051282,0.01282051282051282,0.01282051282051282,78,1,0.017241379310344827,0.01282051282051282,0.01282051282051282,0.01282051282051282,78,1,0.02040816326530612,0.01282051282051282,0.01282051282051282,0.01282051282051282,78,1,1.0,0.01282051282051282,0.01282051282051282,0.01282051282051282
C07K,291,1,0.003436426116838488,0.01,0.005,0.003436426116838488,291,1,0.008264462809917356,0.0,0.005,0.003436426116838488,291,1,0.011764705882352941,0.01,0.005,0.003436426116838488,291,1,0.018518518518518517,0.01,0.005,0.003436426116838488,291,1,1.0,0.01,0.005,0.003436426116838488
F41B,149,1,0.006711409395973154,0.0,0.006711409395973154,0.006711409395973154,149,1,0.011363636363636364,0.01,0.006711409395973154,0.006711409395973154,149,1,0.015151515151515152,0.01,0.006711409395973154,0.006711409395973154,149,1,0.010638297872340425,0.01,0.006711409395973154,0.006711409395973154,149,1,1.0,0.01,0.006711409395973154,0.006711409395973154
B43K,86,1,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,86,1,0.013513513513513514,0.011627906976744186,0.011627906976744186,0.011627906976744186,86,1,0.012195121951219513,0.011627906976744186,0.011627906976744186,0.011627906976744186,86,1,0.012048192771084338,0.011627906976744186,0.011627906976744186,0.011627906976744186,86,1,1.0,0.011627906976744186,0.011627906976744186,0.011627906976744186
B43L,62,1,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,62,1,0.02857142857142857,0.016129032258064516,0.016129032258064516,0.016129032258064516,62,1,0.08333333333333333,0.016129032258064516,0.016129032258064516,0.016129032258064516,62,1,0.03125,0.016129032258064516,0.016129032258064516,0.016129032258064516,62,1,1.0,0.016129032258064516,0.016129032258064516,0.016129032258064516
B60G,329,1,0.00303951367781155,0.01,0.005,0.00303951367781155,329,1,0.004672897196261682,0.0,0.0,0.00303951367781155,329,1,0.0038461538461538464,0.0,0.0,0.00303951367781155,329,1,0.004366812227074236,0.0,0.0,0.00303951367781155,329,1,1.0,0.01,0.005,0.00303951367781155
B60C,327,1,0.0030581039755351682,0.0,0.0,0.0030581039755351682,327,1,0.0033444816053511705,0.0,0.0,0.0030581039755351682,327,1,0.0035335689045936395,0.0,0.0,0.0030581039755351682,327,1,0.003236245954692557,0.0,0.0,0.0030581039755351682,327,1,1.0,0.01,0.005,0.0030581039755351682
B60H,127,1,0.007874015748031496,0.01,0.007874015748031496,0.007874015748031496,127,1,0.03571428571428571,0.01,0.007874015748031496,0.007874015748031496,127,1,0.023255813953488372,0.01,0.007874015748031496,0.007874015748031496,127,1,0.015384615384615385,0.01,0.007874015748031496,0.007874015748031496,127,1,1.0,0.01,0.007874015748031496,0.007874015748031496
B25G,139,1,0.007194244604316547,0.01,0.007194244604316547,0.007194244604316547,139,1,0.00847457627118644,0.0,0.007194244604316547,0.007194244604316547,139,1,0.007692307692307693,0.0,0.007194244604316547,0.007194244604316547,139,1,0.008333333333333333,0.0,0.007194244604316547,0.007194244604316547,139,1,1.0,0.01,0.007194244604316547,0.007194244604316547
F24C,142,1,0.007042253521126761,0.0,0.007042253521126761,0.007042253521126761,142,1,0.008928571428571428,0.0,0.007042253521126761,0.007042253521126761,142,1,0.007692307692307693,0.0,0.007042253521126761,0.007042253521126761,142,1,0.007633587786259542,0.0,0.007042253521126761,0.007042253521126761,142,1,1.0,0.01,0.007042253521126761,0.007042253521126761
G01L,431,1,0.002320185614849188,0.0,0.0,0.002320185614849188,431,1,0.016666666666666666,0.01,0.005,0.002320185614849188,431,1,0.009345794392523364,0.0,0.005,0.002320185614849188,431,1,0.004608294930875576,0.0,0.0,0.002320185614849188,431,1,1.0,0.01,0.005,0.002320185614849188
F04D,257,1,0.0038910505836575876,0.01,0.005,0.0038910505836575876,257,1,0.010638297872340425,0.01,0.005,0.0038910505836575876,257,1,0.011111111111111112,0.01,0.005,0.0038910505836575876,257,1,0.020833333333333332,0.01,0.005,0.0038910505836575876,257,1,1.0,0.01,0.005,0.0038910505836575876
F04C,183,1,0.00546448087431694,0.0,0.00546448087431694,0.00546448087431694,183,1,0.00546448087431694,0.0,0.00546448087431694,0.00546448087431694,183,1,0.005494505494505495,0.0,0.00546448087431694,0.00546448087431694,183,1,0.00546448087431694,0.0,0.00546448087431694,0.00546448087431694,183,1,1.0,0.01,0.00546448087431694,0.00546448087431694
F04B,735,1,0.0013605442176870747,0.0,0.0,0.002,735,1,0.0017793594306049821,0.0,0.0,0.0,735,1,0.00303951367781155,0.0,0.0,0.002,735,1,0.0033112582781456954,0.0,0.0,0.002,735,1,1.0,0.01,0.005,0.002
F02M,615,1,0.0016260162601626016,0.01,0.005,0.002,615,1,0.004032258064516129,0.0,0.0,0.002,615,1,0.008547008547008548,0.0,0.005,0.002,615,1,0.011494252873563218,0.01,0.005,0.002,615,1,1.0,0.01,0.005,0.002
F02K,133,1,0.007518796992481203,0.01,0.007518796992481203,0.007518796992481203,133,1,0.06666666666666667,0.01,0.007518796992481203,0.007518796992481203,133,1,0.01020408163265306,0.01,0.007518796992481203,0.007518796992481203,133,1,0.011764705882352941,0.01,0.007518796992481203,0.007518796992481203,133,1,1.0,0.01,0.007518796992481203,0.007518796992481203
B63H,376,1,0.0026595744680851063,0.01,0.005,0.0026595744680851063,376,1,0.006535947712418301,0.0,0.005,0.0026595744680851063,376,1,0.017241379310344827,0.01,0.005,0.0026595744680851063,376,1,0.00980392156862745,0.0,0.005,0.0026595744680851063,376,1,1.0,0.01,0.005,0.0026595744680851063
C08J,383,1,0.0026109660574412533,0.0,0.0,0.0026109660574412533,383,1,0.0037593984962406013,0.0,0.0,0.0026109660574412533,383,1,0.004098360655737705,0.0,0.0,0.0026109660574412533,383,1,0.0072992700729927005,0.0,0.005,0.0026109660574412533,383,1,1.0,0.01,0.005,0.0026109660574412533
