ipc_subclass,bi_count,bi_psb_count,bi_average_precision,bi_precision@100,bi_precision@200,bi_precision@500,q35_count,q35_psb_count,q35_average_precision,q35_precision@100,q35_precision@200,q35_precision@500,rf_count,rf_psb_count,rf_average_precision,rf_precision@100,rf_precision@200,rf_precision@500,xgb_count,xgb_psb_count,xgb_average_precision,xgb_precision@100,xgb_precision@200,xgb_precision@500,beauty_count,beauty_psb_count,beauty_average_precision,beauty_precision@100,beauty_precision@200,beauty_precision@500
C08B,86,1,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,86,1,0.5,0.011627906976744186,0.011627906976744186,0.011627906976744186,86,1,0.017857142857142856,0.011627906976744186,0.011627906976744186,0.011627906976744186,86,1,0.02040816326530612,0.011627906976744186,0.011627906976744186,0.011627906976744186,86,1,1.0,0.011627906976744186,0.011627906976744186,0.011627906976744186
C07H,166,1,0.006024096385542169,0.01,0.006024096385542169,0.006024096385542169,166,1,0.020833333333333332,0.01,0.006024096385542169,0.006024096385542169,166,1,0.006622516556291391,0.0,0.006024096385542169,0.006024096385542169,166,1,0.010752688172043012,0.01,0.006024096385542169,0.006024096385542169,166,1,1.0,0.01,0.006024096385542169,0.006024096385542169
C10L,230,1,0.004347826086956522,0.0,0.005,0.004347826086956522,230,1,0.004901960784313725,0.0,0.0,0.004347826086956522,230,1,0.023809523809523808,0.01,0.005,0.004347826086956522,230,1,0.017543859649122806,0.01,0.005,0.004347826086956522,230,1,1.0,0.01,0.005,0.004347826086956522
C12M,124,1,0.008064516129032258,0.01,0.008064516129032258,0.008064516129032258,124,1,0.02040816326530612,0.01,0.008064516129032258,0.008064516129032258,124,1,0.010638297872340425,0.01,0.008064516129032258,0.008064516129032258,124,1,0.00909090909090909,0.0,0.008064516129032258,0.008064516129032258,124,1,1.0,0.01,0.008064516129032258,0.008064516129032258
C10J,75,1,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,75,1,0.013513513513513514,0.013333333333333334,0.013333333333333334,0.013333333333333334,75,1,0.0136986301369863,0.013333333333333334,0.013333333333333334,0.013333333333333334,75,1,0.014285714285714285,0.013333333333333334,0.013333333333333334,0.013333333333333334,75,1,1.0,0.013333333333333334,0.013333333333333334,0.013333333333333334
C09B,247,1,0.004048582995951417,0.0,0.005,0.004048582995951417,247,1,0.010752688172043012,0.01,0.005,0.004048582995951417,247,1,0.006134969325153374,0.0,0.005,0.004048582995951417,247,1,0.009259259259259259,0.0,0.005,0.004048582995951417,247,1,1.0,0.01,0.005,0.004048582995951417
C09J,98,1,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,98,1,0.022222222222222223,0.01020408163265306,0.01020408163265306,0.01020408163265306,98,1,0.1,0.01020408163265306,0.01020408163265306,0.01020408163265306,98,1,0.025,0.01020408163265306,0.01020408163265306,0.01020408163265306,98,1,1.0,0.01020408163265306,0.01020408163265306,0.01020408163265306
F16B,613,1,0.0016313213703099511,0.0,0.0,0.002,613,1,0.045454545454545456,0.01,0.005,0.002,613,1,0.004366812227074236,0.0,0.0,0.002,613,1,0.0026041666666666665,0.0,0.0,0.002,613,1,1.0,0.01,0.005,0.002
F15B,402,1,0.0024875621890547263,0.0,0.0,0.0024875621890547263,402,1,0.07142857142857142,0.01,0.005,0.0024875621890547263,402,1,0.25,0.01,0.005,0.0024875621890547263,402,1,0.045454545454545456,0.01,0.005,0.0024875621890547263,402,1,1.0,0.01,0.005,0.0024875621890547263
C21C,130,1,0.007692307692307693,0.0,0.007692307692307693,0.007692307692307693,130,1,0.2,0.01,0.007692307692307693,0.007692307692307693,130,1,0.02127659574468085,0.01,0.007692307692307693,0.007692307692307693,130,1,0.030303030303030304,0.01,0.007692307692307693,0.007692307692307693,130,1,1.0,0.01,0.007692307692307693,0.007692307692307693
C23C,465,1,0.002150537634408602,0.01,0.005,0.002150537634408602,465,1,0.0035460992907801418,0.0,0.0,0.002150537634408602,465,1,0.018867924528301886,0.01,0.005,0.002150537634408602,465,1,0.011111111111111112,0.01,0.005,0.002150537634408602,465,1,1.0,0.01,0.005,0.002150537634408602
C25B,218,1,0.0045871559633027525,0.0,0.005,0.0045871559633027525,218,1,0.010101010101010102,0.01,0.005,0.0045871559633027525,218,1,0.008333333333333333,0.0,0.005,0.0045871559633027525,218,1,0.006369426751592357,0.0,0.005,0.0045871559633027525,218,1,1.0,0.01,0.005,0.0045871559633027525
C30B,98,1,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,98,1,0.023255813953488372,0.01020408163265306,0.01020408163265306,0.01020408163265306,98,1,0.5,0.01020408163265306,0.01020408163265306,0.01020408163265306,98,1,0.25,0.01020408163265306,0.01020408163265306,0.01020408163265306,98,1,1.0,0.01020408163265306,0.01020408163265306,0.01020408163265306
E06C,88,1,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,0.023255813953488372,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,0.5,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,0.03333333333333333,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,1.0,0.011363636363636364,0.011363636363636364,0.011363636363636364
E21C,94,1,0.010638297872340425,0.010638297872340425,0.010638297872340425,0.010638297872340425,94,1,0.058823529411764705,0.010638297872340425,0.010638297872340425,0.010638297872340425,94,1,0.03225806451612903,0.010638297872340425,0.010638297872340425,0.010638297872340425,94,1,0.03571428571428571,0.010638297872340425,0.010638297872340425,0.010638297872340425,94,1,1.0,0.010638297872340425,0.010638297872340425,0.010638297872340425
F01B,225,1,0.0044444444444444444,0.01,0.005,0.0044444444444444444,225,1,0.008771929824561403,0.0,0.005,0.0044444444444444444,225,1,0.010101010101010102,0.01,0.005,0.0044444444444444444,225,1,0.010752688172043012,0.01,0.005,0.0044444444444444444,225,1,1.0,0.01,0.005,0.0044444444444444444
F01D,278,1,0.0035971223021582736,0.0,0.0,0.0035971223021582736,278,1,0.004310344827586207,0.0,0.0,0.0035971223021582736,278,1,0.008547008547008548,0.0,0.005,0.0035971223021582736,278,1,0.005319148936170213,0.0,0.005,0.0035971223021582736,278,1,1.0,0.01,0.005,0.0035971223021582736
F01M,106,1,0.009433962264150943,0.01,0.009433962264150943,0.009433962264150943,106,1,0.016129032258064516,0.01,0.009433962264150943,0.009433962264150943,106,1,0.014084507042253521,0.01,0.009433962264150943,0.009433962264150943,106,1,0.014492753623188406,0.01,0.009433962264150943,0.009433962264150943,106,1,1.0,0.01,0.009433962264150943,0.009433962264150943
F01P,102,1,0.00980392156862745,0.01,0.00980392156862745,0.00980392156862745,102,1,0.024390243902439025,0.01,0.00980392156862745,0.00980392156862745,102,1,0.019230769230769232,0.01,0.00980392156862745,0.00980392156862745,102,1,0.014285714285714285,0.01,0.00980392156862745,0.00980392156862745,102,1,1.0,0.01,0.00980392156862745,0.00980392156862745
F02D,374,1,0.00267379679144385,0.0,0.0,0.00267379679144385,374,1,0.005494505494505495,0.0,0.005,0.00267379679144385,374,1,0.005208333333333333,0.0,0.005,0.00267379679144385,374,1,0.00510204081632653,0.0,0.005,0.00267379679144385,374,1,1.0,0.01,0.005,0.00267379679144385
C10M,383,1,0.0026109660574412533,0.0,0.005,0.0026109660574412533,383,1,0.0029585798816568047,0.0,0.0,0.0026109660574412533,383,1,0.0026109660574412533,0.0,0.0,0.0026109660574412533,383,1,0.0026109660574412533,0.0,0.0,0.0026109660574412533,383,1,1.0,0.01,0.005,0.0026109660574412533
C12N,471,1,0.0021231422505307855,0.0,0.0,0.0021231422505307855,471,1,0.003816793893129771,0.0,0.0,0.0021231422505307855,471,1,0.005405405405405406,0.0,0.005,0.0021231422505307855,471,1,0.013157894736842105,0.01,0.005,0.0021231422505307855,471,1,1.0,0.01,0.005,0.0021231422505307855
C12Q,327,1,0.0030581039755351682,0.01,0.005,0.0030581039755351682,327,1,0.013888888888888888,0.01,0.005,0.0030581039755351682,327,1,0.0033333333333333335,0.0,0.0,0.0030581039755351682,327,1,0.02,0.01,0.005,0.0030581039755351682,327,1,1.0,0.01,0.005,0.0030581039755351682
C01F,77,1,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988,77,1,0.043478260869565216,0.012987012987012988,0.012987012987012988,0.012987012987012988,77,1,0.02127659574468085,0.012987012987012988,0.012987012987012988,0.012987012987012988,77,1,0.07142857142857142,0.012987012987012988,0.012987012987012988,0.012987012987012988,77,1,1.0,0.012987012987012988,0.012987012987012988,0.012987012987012988
F16F,459,1,0.002178649237472767,0.0,0.005,0.002178649237472767,459,1,0.015625,0.01,0.005,0.002178649237472767,459,1,0.008771929824561403,0.0,0.005,0.002178649237472767,459,1,0.007874015748031496,0.0,0.005,0.002178649237472767,459,1,1.0,0.01,0.005,0.002178649237472767
E04H,368,1,0.002717391304347826,0.0,0.005,0.002717391304347826,368,1,0.004761904761904762,0.0,0.0,0.002717391304347826,368,1,0.00980392156862745,0.0,0.005,0.002717391304347826,368,1,0.01,0.01,0.005,0.002717391304347826,368,1,1.0,0.01,0.005,0.002717391304347826
E04D,122,1,0.00819672131147541,0.0,0.00819672131147541,0.00819672131147541,122,1,0.013513513513513514,0.01,0.00819672131147541,0.00819672131147541,122,1,0.015625,0.01,0.00819672131147541,0.00819672131147541,122,1,0.020833333333333332,0.01,0.00819672131147541,0.00819672131147541,122,1,1.0,0.01,0.00819672131147541,0.00819672131147541
E04B,560,1,0.0017857142857142857,0.0,0.0,0.002,560,1,0.002053388090349076,0.0,0.0,0.002,560,1,0.0028735632183908046,0.0,0.0,0.002,560,1,0.0024271844660194173,0.0,0.0,0.002,560,1,1.0,0.01,0.005,0.002
E03D,101,1,0.009900990099009901,0.01,0.009900990099009901,0.009900990099009901,101,1,0.010752688172043012,0.01,0.009900990099009901,0.009900990099009901,101,1,0.015873015873015872,0.01,0.009900990099009901,0.009900990099009901,101,1,0.02,0.01,0.009900990099009901,0.009900990099009901,101,1,1.0,0.01,0.009900990099009901,0.009900990099009901
E02D,233,1,0.004291845493562232,0.01,0.005,0.004291845493562232,233,1,0.0053475935828877,0.0,0.005,0.004291845493562232,233,1,0.00625,0.0,0.005,0.004291845493562232,233,1,0.005263157894736842,0.0,0.005,0.004291845493562232,233,1,1.0,0.01,0.005,0.004291845493562232
D06M,127,1,0.007874015748031496,0.01,0.007874015748031496,0.007874015748031496,127,1,0.010309278350515464,0.01,0.007874015748031496,0.007874015748031496,127,1,0.02564102564102564,0.01,0.007874015748031496,0.007874015748031496,127,1,0.025,0.01,0.007874015748031496,0.007874015748031496,127,1,1.0,0.01,0.007874015748031496,0.007874015748031496
D06F,133,1,0.007518796992481203,0.01,0.007518796992481203,0.007518796992481203,133,1,0.009900990099009901,0.0,0.007518796992481203,0.007518796992481203,133,1,0.014084507042253521,0.01,0.007518796992481203,0.007518796992481203,133,1,0.009433962264150943,0.0,0.007518796992481203,0.007518796992481203,133,1,1.0,0.01,0.007518796992481203,0.007518796992481203
E05B,472,1,0.00211864406779661,0.01,0.005,0.00211864406779661,472,1,0.0078125,0.0,0.005,0.00211864406779661,472,1,0.0024154589371980675,0.0,0.0,0.00211864406779661,472,1,0.002577319587628866,0.0,0.0,0.00211864406779661,472,1,1.0,0.01,0.005,0.00211864406779661
D21H,87,1,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.011494252873563218,87,1,0.3333333333333333,0.011494252873563218,0.011494252873563218,0.011494252873563218,87,1,0.5,0.011494252873563218,0.011494252873563218,0.011494252873563218,87,1,0.3333333333333333,0.011494252873563218,0.011494252873563218,0.011494252873563218,87,1,1.0,0.011494252873563218,0.011494252873563218,0.011494252873563218
D21F,104,1,0.009615384615384616,0.01,0.009615384615384616,0.009615384615384616,104,1,0.3333333333333333,0.01,0.009615384615384616,0.009615384615384616,104,1,0.015873015873015872,0.01,0.009615384615384616,0.009615384615384616,104,1,0.02857142857142857,0.01,0.009615384615384616,0.009615384615384616,104,1,1.0,0.01,0.009615384615384616,0.009615384615384616
E01C,197,1,0.005076142131979695,0.01,0.005076142131979695,0.005076142131979695,197,1,0.006097560975609756,0.0,0.005076142131979695,0.005076142131979695,197,1,0.008130081300813009,0.0,0.005076142131979695,0.005076142131979695,197,1,0.007518796992481203,0.0,0.005076142131979695,0.005076142131979695,197,1,1.0,0.01,0.005076142131979695,0.005076142131979695
E01D,66,1,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.047619047619047616,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.030303030303030304,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.038461538461538464,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,1.0,0.015151515151515152,0.015151515151515152,0.015151515151515152
A01J,55,1,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,55,1,0.0625,0.01818181818181818,0.01818181818181818,0.01818181818181818,55,1,0.07142857142857142,0.01818181818181818,0.01818181818181818,0.01818181818181818,55,1,0.02,0.01818181818181818,0.01818181818181818,0.01818181818181818,55,1,1.0,0.01818181818181818,0.01818181818181818,0.01818181818181818
C21B,95,1,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.010526315789473684,95,1,0.01639344262295082,0.010526315789473684,0.010526315789473684,0.010526315789473684,95,1,0.25,0.010526315789473684,0.010526315789473684,0.010526315789473684,95,1,0.04,0.010526315789473684,0.010526315789473684,0.010526315789473684,95,1,1.0,0.010526315789473684,0.010526315789473684,0.010526315789473684
D02G,167,1,0.005988023952095809,0.0,0.005988023952095809,0.005988023952095809,167,1,0.00819672131147541,0.0,0.005988023952095809,0.005988023952095809,167,1,0.2,0.01,0.005988023952095809,0.005988023952095809,167,1,0.009174311926605505,0.0,0.005988023952095809,0.005988023952095809,167,1,1.0,0.01,0.005988023952095809,0.005988023952095809
D06B,79,1,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.012658227848101266,79,1,0.03225806451612903,0.012658227848101266,0.012658227848101266,0.012658227848101266,79,1,0.023255813953488372,0.012658227848101266,0.012658227848101266,0.012658227848101266,79,1,0.09090909090909091,0.012658227848101266,0.012658227848101266,0.012658227848101266,79,1,1.0,0.012658227848101266,0.012658227848101266,0.012658227848101266
A22C,202,1,0.0049504950495049506,0.01,0.005,0.0049504950495049506,202,1,0.007407407407407408,0.0,0.005,0.0049504950495049506,202,1,0.0196078431372549,0.01,0.005,0.0049504950495049506,202,1,0.007874015748031496,0.0,0.005,0.0049504950495049506,202,1,1.0,0.01,0.005,0.0049504950495049506
A01M,186,1,0.005376344086021506,0.0,0.005376344086021506,0.005376344086021506,186,1,0.058823529411764705,0.01,0.005376344086021506,0.005376344086021506,186,1,0.014285714285714285,0.01,0.005376344086021506,0.005376344086021506,186,1,0.015625,0.01,0.005376344086021506,0.005376344086021506,186,1,1.0,0.01,0.005376344086021506,0.005376344086021506
A23B,99,1,0.010101010101010102,0.010101010101010102,0.010101010101010102,0.010101010101010102,99,1,0.011111111111111112,0.010101010101010102,0.010101010101010102,0.010101010101010102,99,1,0.01282051282051282,0.010101010101010102,0.010101010101010102,0.010101010101010102,99,1,0.012048192771084338,0.010101010101010102,0.010101010101010102,0.010101010101010102,99,1,1.0,0.010101010101010102,0.010101010101010102,0.010101010101010102
A23D,64,1,0.015625,0.015625,0.015625,0.015625,64,1,0.02040816326530612,0.015625,0.015625,0.015625,64,1,0.018518518518518517,0.015625,0.015625,0.015625,64,1,0.017543859649122806,0.015625,0.015625,0.015625,64,1,1.0,0.015625,0.015625,0.015625
A23K,110,1,0.00909090909090909,0.01,0.00909090909090909,0.00909090909090909,110,1,0.018867924528301886,0.01,0.00909090909090909,0.00909090909090909,110,1,0.029411764705882353,0.01,0.00909090909090909,0.00909090909090909,110,1,0.016666666666666666,0.01,0.00909090909090909,0.00909090909090909,110,1,1.0,0.01,0.00909090909090909,0.00909090909090909
A23G,153,1,0.006535947712418301,0.01,0.006535947712418301,0.006535947712418301,153,1,0.011111111111111112,0.01,0.006535947712418301,0.006535947712418301,153,1,0.07692307692307693,0.01,0.006535947712418301,0.006535947712418301,153,1,0.012195121951219513,0.01,0.006535947712418301,0.006535947712418301,153,1,1.0,0.01,0.006535947712418301,0.006535947712418301
H01S,857,1,0.0011668611435239206,0.0,0.0,0.0,857,1,0.0019342359767891683,0.0,0.0,0.0,857,1,0.0019083969465648854,0.0,0.0,0.0,857,1,0.0014326647564469914,0.0,0.0,0.0,857,1,1.0,0.01,0.005,0.002
H01T,66,1,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.25,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.02564102564102564,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.023255813953488372,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,1.0,0.015151515151515152,0.015151515151515152,0.015151515151515152
H02G,234,1,0.004273504273504274,0.0,0.005,0.004273504273504274,234,1,0.014285714285714285,0.01,0.005,0.004273504273504274,234,1,0.038461538461538464,0.01,0.005,0.004273504273504274,234,1,0.014492753623188406,0.01,0.005,0.004273504273504274,234,1,1.0,0.01,0.005,0.004273504273504274
H02J,261,1,0.0038314176245210726,0.01,0.005,0.0038314176245210726,261,1,0.043478260869565216,0.01,0.005,0.0038314176245210726,261,1,0.14285714285714285,0.01,0.005,0.0038314176245210726,261,1,0.018867924528301886,0.01,0.005,0.0038314176245210726,261,1,1.0,0.01,0.005,0.0038314176245210726
H02K,780,1,0.001282051282051282,0.0,0.0,0.0,780,1,0.0026246719160104987,0.0,0.0,0.002,780,1,0.007042253521126761,0.0,0.005,0.002,780,1,0.002257336343115124,0.0,0.0,0.002,780,1,1.0,0.01,0.005,0.002
H02M,435,1,0.0022988505747126436,0.0,0.0,0.0022988505747126436,435,1,0.003289473684210526,0.0,0.0,0.0022988505747126436,435,1,0.0070921985815602835,0.0,0.005,0.0022988505747126436,435,1,0.004098360655737705,0.0,0.0,0.0022988505747126436,435,1,1.0,0.01,0.005,0.0022988505747126436
H03B,177,1,0.005649717514124294,0.01,0.005649717514124294,0.005649717514124294,177,1,0.0072992700729927005,0.0,0.005649717514124294,0.005649717514124294,177,1,0.023255813953488372,0.01,0.005649717514124294,0.005649717514124294,177,1,0.011764705882352941,0.01,0.005649717514124294,0.005649717514124294,177,1,1.0,0.01,0.005649717514124294,0.005649717514124294
H03D,113,1,0.008849557522123894,0.01,0.008849557522123894,0.008849557522123894,113,1,0.02857142857142857,0.01,0.008849557522123894,0.008849557522123894,113,1,0.010309278350515464,0.01,0.008849557522123894,0.008849557522123894,113,1,0.022727272727272728,0.01,0.008849557522123894,0.008849557522123894,113,1,1.0,0.01,0.008849557522123894,0.008849557522123894
H03F,388,1,0.002577319587628866,0.0,0.005,0.002577319587628866,388,1,0.003289473684210526,0.0,0.0,0.002577319587628866,388,1,0.017857142857142856,0.01,0.005,0.002577319587628866,388,1,0.0038022813688212928,0.0,0.0,0.002577319587628866,388,1,1.0,0.01,0.005,0.002577319587628866
H05K,755,1,0.0013245033112582781,0.0,0.0,0.002,755,1,0.011111111111111112,0.01,0.005,0.002,755,1,0.004608294930875576,0.0,0.0,0.002,755,1,0.0078125,0.0,0.005,0.002,755,1,1.0,0.01,0.005,0.002
H03H,155,0,0.0,0.0,0.0,0.0,155,0,0.0,0.0,0.0,0.0,155,0,0.0,0.0,0.0,0.0,155,0,0.0,0.0,0.0,0.0,155,0,0.0,0.0,0.0,0.0
H03G,102,0,0.0,0.0,0.0,0.0,102,0,0.0,0.0,0.0,0.0,102,0,0.0,0.0,0.0,0.0,102,0,0.0,0.0,0.0,0.0,102,0,0.0,0.0,0.0,0.0
H02P,415,0,0.0,0.0,0.0,0.0,415,0,0.0,0.0,0.0,0.0,415,0,0.0,0.0,0.0,0.0,415,0,0.0,0.0,0.0,0.0,415,0,0.0,0.0,0.0,0.0
H02H,482,0,0.0,0.0,0.0,0.0,482,0,0.0,0.0,0.0,0.0,482,0,0.0,0.0,0.0,0.0,482,0,0.0,0.0,0.0,0.0,482,0,0.0,0.0,0.0,0.0
H02B,129,0,0.0,0.0,0.0,0.0,129,0,0.0,0.0,0.0,0.0,129,0,0.0,0.0,0.0,0.0,129,0,0.0,0.0,0.0,0.0,129,0,0.0,0.0,0.0,0.0
A23C,109,0,0.0,0.0,0.0,0.0,109,0,0.0,0.0,0.0,0.0,109,0,0.0,0.0,0.0,0.0,109,0,0.0,0.0,0.0,0.0,109,0,0.0,0.0,0.0,0.0
A21D,105,0,0.0,0.0,0.0,0.0,105,0,0.0,0.0,0.0,0.0,105,0,0.0,0.0,0.0,0.0,105,0,0.0,0.0,0.0,0.0,105,0,0.0,0.0,0.0,0.0
A21C,57,0,0.0,0.0,0.0,0.0,57,0,0.0,0.0,0.0,0.0,57,0,0.0,0.0,0.0,0.0,57,0,0.0,0.0,0.0,0.0,57,0,0.0,0.0,0.0,0.0
A01G,291,0,0.0,0.0,0.0,0.0,291,0,0.0,0.0,0.0,0.0,291,0,0.0,0.0,0.0,0.0,291,0,0.0,0.0,0.0,0.0,291,0,0.0,0.0,0.0,0.0
A01F,50,0,0.0,0.0,0.0,0.0,50,0,0.0,0.0,0.0,0.0,50,0,0.0,0.0,0.0,0.0,50,0,0.0,0.0,0.0,0.0,50,0,0.0,0.0,0.0,0.0
A01D,399,0,0.0,0.0,0.0,0.0,399,0,0.0,0.0,0.0,0.0,399,0,0.0,0.0,0.0,0.0,399,0,0.0,0.0,0.0,0.0,399,0,0.0,0.0,0.0,0.0
E01B,105,0,0.0,0.0,0.0,0.0,105,0,0.0,0.0,0.0,0.0,105,0,0.0,0.0,0.0,0.0,105,0,0.0,0.0,0.0,0.0,105,0,0.0,0.0,0.0,0.0
D21C,113,0,0.0,0.0,0.0,0.0,113,0,0.0,0.0,0.0,0.0,113,0,0.0,0.0,0.0,0.0,113,0,0.0,0.0,0.0,0.0,113,0,0.0,0.0,0.0,0.0
D06P,67,0,0.0,0.0,0.0,0.0,67,0,0.0,0.0,0.0,0.0,67,0,0.0,0.0,0.0,0.0,67,0,0.0,0.0,0.0,0.0,67,0,0.0,0.0,0.0,0.0
D04H,78,0,0.0,0.0,0.0,0.0,78,0,0.0,0.0,0.0,0.0,78,0,0.0,0.0,0.0,0.0,78,0,0.0,0.0,0.0,0.0,78,0,0.0,0.0,0.0,0.0
D04B,154,0,0.0,0.0,0.0,0.0,154,0,0.0,0.0,0.0,0.0,154,0,0.0,0.0,0.0,0.0,154,0,0.0,0.0,0.0,0.0,154,0,0.0,0.0,0.0,0.0
D03D,218,0,0.0,0.0,0.0,0.0,218,0,0.0,0.0,0.0,0.0,218,0,0.0,0.0,0.0,0.0,218,0,0.0,0.0,0.0,0.0,218,0,0.0,0.0,0.0,0.0
D01H,218,0,0.0,0.0,0.0,0.0,218,0,0.0,0.0,0.0,0.0,218,0,0.0,0.0,0.0,0.0,218,0,0.0,0.0,0.0,0.0,218,0,0.0,0.0,0.0,0.0
E05F,180,0,0.0,0.0,0.0,0.0,180,0,0.0,0.0,0.0,0.0,180,0,0.0,0.0,0.0,0.0,180,0,0.0,0.0,0.0,0.0,180,0,0.0,0.0,0.0,0.0
E05D,252,0,0.0,0.0,0.0,0.0,252,0,0.0,0.0,0.0,0.0,252,0,0.0,0.0,0.0,0.0,252,0,0.0,0.0,0.0,0.0,252,0,0.0,0.0,0.0,0.0
E05C,290,0,0.0,0.0,0.0,0.0,290,0,0.0,0.0,0.0,0.0,290,0,0.0,0.0,0.0,0.0,290,0,0.0,0.0,0.0,0.0,290,0,0.0,0.0,0.0,0.0
E04G,203,0,0.0,0.0,0.0,0.0,203,0,0.0,0.0,0.0,0.0,203,0,0.0,0.0,0.0,0.0,203,0,0.0,0.0,0.0,0.0,203,0,0.0,0.0,0.0,0.0
E04F,106,0,0.0,0.0,0.0,0.0,106,0,0.0,0.0,0.0,0.0,106,0,0.0,0.0,0.0,0.0,106,0,0.0,0.0,0.0,0.0,106,0,0.0,0.0,0.0,0.0
E04C,224,0,0.0,0.0,0.0,0.0,224,0,0.0,0.0,0.0,0.0,224,0,0.0,0.0,0.0,0.0,224,0,0.0,0.0,0.0,0.0,224,0,0.0,0.0,0.0,0.0
E02F,184,0,0.0,0.0,0.0,0.0,184,0,0.0,0.0,0.0,0.0,184,0,0.0,0.0,0.0,0.0,184,0,0.0,0.0,0.0,0.0,184,0,0.0,0.0,0.0,0.0
E02B,209,0,0.0,0.0,0.0,0.0,209,0,0.0,0.0,0.0,0.0,209,0,0.0,0.0,0.0,0.0,209,0,0.0,0.0,0.0,0.0,209,0,0.0,0.0,0.0,0.0
E01H,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0
E01F,74,0,0.0,0.0,0.0,0.0,74,0,0.0,0.0,0.0,0.0,74,0,0.0,0.0,0.0,0.0,74,0,0.0,0.0,0.0,0.0,74,0,0.0,0.0,0.0,0.0
F02C,246,0,0.0,0.0,0.0,0.0,246,0,0.0,0.0,0.0,0.0,246,0,0.0,0.0,0.0,0.0,246,0,0.0,0.0,0.0,0.0,246,0,0.0,0.0,0.0,0.0
F02B,559,0,0.0,0.0,0.0,0.0,559,0,0.0,0.0,0.0,0.0,559,0,0.0,0.0,0.0,0.0,559,0,0.0,0.0,0.0,0.0,559,0,0.0,0.0,0.0,0.0
F01N,158,0,0.0,0.0,0.0,0.0,158,0,0.0,0.0,0.0,0.0,158,0,0.0,0.0,0.0,0.0,158,0,0.0,0.0,0.0,0.0,158,0,0.0,0.0,0.0,0.0
F01L,306,0,0.0,0.0,0.0,0.0,306,0,0.0,0.0,0.0,0.0,306,0,0.0,0.0,0.0,0.0,306,0,0.0,0.0,0.0,0.0,306,0,0.0,0.0,0.0,0.0
F01K,73,0,0.0,0.0,0.0,0.0,73,0,0.0,0.0,0.0,0.0,73,0,0.0,0.0,0.0,0.0,73,0,0.0,0.0,0.0,0.0,73,0,0.0,0.0,0.0,0.0
F01C,83,0,0.0,0.0,0.0,0.0,83,0,0.0,0.0,0.0,0.0,83,0,0.0,0.0,0.0,0.0,83,0,0.0,0.0,0.0,0.0,83,0,0.0,0.0,0.0,0.0
E21D,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0
E21B,1380,0,0.0,0.0,0.0,0.0,1380,0,0.0,0.0,0.0,0.0,1380,0,0.0,0.0,0.0,0.0,1380,0,0.0,0.0,0.0,0.0,1380,0,0.0,0.0,0.0,0.0
D01G,72,0,0.0,0.0,0.0,0.0,72,0,0.0,0.0,0.0,0.0,72,0,0.0,0.0,0.0,0.0,72,0,0.0,0.0,0.0,0.0,72,0,0.0,0.0,0.0,0.0
D01F,67,0,0.0,0.0,0.0,0.0,67,0,0.0,0.0,0.0,0.0,67,0,0.0,0.0,0.0,0.0,67,0,0.0,0.0,0.0,0.0,67,0,0.0,0.0,0.0,0.0
D01D,56,0,0.0,0.0,0.0,0.0,56,0,0.0,0.0,0.0,0.0,56,0,0.0,0.0,0.0,0.0,56,0,0.0,0.0,0.0,0.0,56,0,0.0,0.0,0.0,0.0
C25F,56,0,0.0,0.0,0.0,0.0,56,0,0.0,0.0,0.0,0.0,56,0,0.0,0.0,0.0,0.0,56,0,0.0,0.0,0.0,0.0,56,0,0.0,0.0,0.0,0.0
C25D,330,0,0.0,0.0,0.0,0.0,330,0,0.0,0.0,0.0,0.0,330,0,0.0,0.0,0.0,0.0,330,0,0.0,0.0,0.0,0.0,330,0,0.0,0.0,0.0,0.0
